date,country,state,city,status,value
02-29-2020,Iran,_,_,Confirmed,205.0
02-29-2020,Iran,_,_,Deaths,9.0
02-29-2020,Iran,_,_,Recovered,50.0
02-29-2020,China,Chongqing,_,Recovered,16.0
02-29-2020,China,Sichuan,_,Recovered,13.0
02-29-2020,China,Heilongjiang,_,Recovered,18.0
02-29-2020,China,Beijing,_,Confirmed,1.0
02-29-2020,China,Beijing,_,Deaths,1.0
02-29-2020,China,Beijing,_,Recovered,14.0
02-29-2020,China,Shanghai,_,Recovered,8.0
02-29-2020,China,Hebei,_,Recovered,5.0
02-29-2020,China,Fujian,_,Recovered,8.0
02-29-2020,China,Guangxi,_,Recovered,8.0
02-29-2020,China,Shaanxi,_,Recovered,8.0
02-29-2020,Japan,_,_,Confirmed,13.0
02-29-2020,Japan,_,_,Deaths,1.0
02-29-2020,Japan,_,_,Recovered,10.0
02-29-2020,China,Yunnan,_,Recovered,1.0
02-29-2020,China,Hainan,_,Recovered,15.0
02-29-2020,China,Tianjin,_,Recovered,7.0
02-29-2020,China,Shanxi,_,Recovered,2.0
02-29-2020,China,Liaoning,_,Recovered,3.0
02-29-2020,Singapore,_,_,Confirmed,9.0
02-29-2020,Singapore,_,_,Recovered,10.0
02-29-2020,France,_,_,Confirmed,43.0
02-29-2020,France,_,_,Recovered,1.0
02-29-2020,Hong Kong,Hong Kong,_,Confirmed,1.0
02-29-2020,Hong Kong,Hong Kong,_,Recovered,3.0
02-29-2020,China,Jilin,_,Recovered,2.0
02-29-2020,Germany,_,_,Confirmed,31.0
02-29-2020,China,Xinjiang,_,Recovered,10.0
02-29-2020,China,Inner Mongolia,_,Recovered,4.0
02-29-2020,China,Ningxia,_,Confirmed,1.0
02-29-2020,China,Ningxia,_,Recovered,1.0
02-29-2020,Spain,_,_,Confirmed,13.0
02-29-2020,Thailand,_,_,Confirmed,1.0
02-29-2020,Bahrain,_,_,Confirmed,5.0
02-29-2020,Taiwan,Taiwan,_,Confirmed,5.0
02-29-2020,Taiwan,Taiwan,_,Recovered,3.0
02-29-2020,Malaysia,_,_,Confirmed,2.0
02-29-2020,UK,_,_,Confirmed,3.0
02-29-2020,United Arab Emirates,_,_,Confirmed,2.0
02-29-2020,Switzerland,_,_,Confirmed,10.0
02-29-2020,Norway,_,_,Confirmed,9.0
02-29-2020,Iraq,_,_,Confirmed,6.0
02-29-2020,Sweden,_,_,Confirmed,5.0
02-29-2020,Canada,ON,Toronto,Confirmed,5.0
02-29-2020,Australia,Queensland,_,Confirmed,4.0
02-29-2020,Austria,_,_,Confirmed,6.0
02-29-2020,Canada,British Columbia,_,Confirmed,1.0
02-29-2020,Australia,Victoria,_,Confirmed,3.0
02-29-2020,Israel,_,_,Confirmed,3.0
02-29-2020,Croatia,_,_,Confirmed,1.0
02-29-2020,Netherlands,_,_,Confirmed,5.0
02-29-2020,Oman,_,_,Confirmed,2.0
02-29-2020,Oman,_,_,Recovered,1.0
02-29-2020,United States of America,WA,Seattle,Confirmed,5.0
02-29-2020,United States of America,WA,Seattle,Deaths,1.0
02-29-2020,Lebanon,_,_,Confirmed,2.0
02-29-2020,Mexico,_,_,Confirmed,3.0
02-29-2020,Pakistan,_,_,Confirmed,2.0
02-29-2020,Australia,South Australia,_,Confirmed,1.0
02-29-2020,Denmark,_,_,Confirmed,2.0
02-29-2020,Finland,_,_,Confirmed,1.0
02-29-2020,United States of America,CA,Santa Clara,Confirmed,1.0
02-29-2020,Australia,Western Australia,_,Confirmed,2.0
02-29-2020,Brazil,_,_,Confirmed,1.0
02-29-2020,Ireland,_,_,Confirmed,1.0
02-29-2020,Luxembourg,_,_,Confirmed,1.0
02-29-2020,Monaco,_,_,Confirmed,1.0
02-29-2020,Qatar,_,_,Confirmed,1.0
02-29-2020,United States of America,OR,Portland,Confirmed,1.0
02-29-2020,United States of America,WA,Snohomish County,Confirmed,1.0
03-01-2020,China,Hubei,_,Confirmed,570.0
03-01-2020,China,Hubei,_,Deaths,34.0
03-01-2020,China,Hubei,_,Recovered,2543.0
03-01-2020,South Korea,_,_,Confirmed,586.0
03-01-2020,South Korea,_,_,Deaths,1.0
03-01-2020,South Korea,_,_,Recovered,3.0
03-01-2020,Italy,_,_,Confirmed,566.0
03-01-2020,Italy,_,_,Deaths,5.0
03-01-2020,Italy,_,_,Recovered,37.0
03-01-2020,China,Guangdong,_,Recovered,33.0
03-01-2020,China,Henan,_,Deaths,1.0
03-01-2020,China,Henan,_,Recovered,28.0
03-01-2020,China,Zhejiang,_,Recovered,30.0
03-01-2020,China,Hunan,_,Recovered,20.0
03-01-2020,China,Anhui,_,Recovered,5.0
03-01-2020,Iran,_,_,Confirmed,385.0
03-01-2020,Iran,_,_,Deaths,11.0
03-01-2020,Iran,_,_,Recovered,52.0
03-01-2020,China,Jiangxi,_,Recovered,20.0
03-01-2020,China,Shandong,_,Confirmed,2.0
03-01-2020,China,Shandong,_,Recovered,22.0
03-01-2020,China,Jiangsu,_,Recovered,13.0
03-01-2020,China,Chongqing,_,Recovered,12.0
03-01-2020,China,Sichuan,_,Recovered,14.0
03-01-2020,China,Heilongjiang,_,Recovered,41.0
03-01-2020,China,Beijing,_,Confirmed,2.0
03-01-2020,China,Beijing,_,Recovered,5.0
03-01-2020,China,Shanghai,_,Recovered,3.0
03-01-2020,China,Hebei,_,Recovered,12.0
03-01-2020,China,Fujian,_,Recovered,4.0
03-01-2020,Japan,_,_,Confirmed,15.0
03-01-2020,Japan,_,_,Deaths,1.0
03-01-2020,China,Guangxi,_,Recovered,5.0
03-01-2020,China,Shaanxi,_,Recovered,1.0
03-01-2020,China,Yunnan,_,Recovered,6.0
03-01-2020,China,Hainan,_,Recovered,1.0
03-01-2020,China,Tianjin,_,Recovered,2.0
03-01-2020,China,Shanxi,_,Recovered,2.0
03-01-2020,France,_,_,Confirmed,30.0
03-01-2020,Germany,_,_,Confirmed,51.0
03-01-2020,China,Liaoning,_,Confirmed,1.0
03-01-2020,China,Liaoning,_,Recovered,7.0
03-01-2020,Singapore,_,_,Confirmed,4.0
03-01-2020,Hong Kong,Hong Kong,_,Confirmed,1.0
03-01-2020,Hong Kong,Hong Kong,_,Recovered,3.0
03-01-2020,China,Jilin,_,Recovered,3.0
03-01-2020,China,Gansu,_,Recovered,2.0
03-01-2020,Spain,_,_,Confirmed,39.0
03-01-2020,China,Xinjiang,_,Recovered,2.0
03-01-2020,China,Inner Mongolia,_,Recovered,3.0
03-01-2020,Bahrain,_,_,Confirmed,6.0
03-01-2020,Thailand,_,_,Deaths,1.0
03-01-2020,Taiwan,Taiwan,_,Confirmed,1.0
03-01-2020,UK,_,_,Confirmed,13.0
03-01-2020,Malaysia,_,_,Confirmed,4.0
03-01-2020,Switzerland,_,_,Confirmed,9.0
03-01-2020,Iraq,_,_,Confirmed,6.0
03-01-2020,Norway,_,_,Confirmed,4.0
03-01-2020,Austria,_,_,Confirmed,5.0
03-01-2020,Canada,ON,Toronto,Confirmed,4.0
03-01-2020,Sweden,_,_,Confirmed,2.0
03-01-2020,Israel,_,_,Confirmed,3.0
03-01-2020,Lebanon,_,_,Confirmed,6.0
03-01-2020,Netherlands,_,_,Confirmed,4.0
03-01-2020,United States of America,WA,Seattle,Confirmed,3.0
03-01-2020,Croatia,_,_,Confirmed,1.0
03-01-2020,Greece,_,_,Confirmed,3.0
03-01-2020,Australia,New South Wales,_,Confirmed,2.0
03-01-2020,Ecuador,_,_,Confirmed,6.0
03-01-2020,Finland,_,_,Confirmed,3.0
03-01-2020,Mexico,_,_,Confirmed,1.0
03-01-2020,Denmark,_,_,Confirmed,1.0
03-01-2020,Azerbaijan,_,_,Confirmed,3.0
03-01-2020,Czech Republic,_,_,Confirmed,3.0
03-01-2020,Georgia,_,_,Confirmed,2.0
03-01-2020,Iceland,_,_,Confirmed,2.0
03-01-2020,Qatar,_,_,Confirmed,2.0
03-01-2020,United States of America,IL,Chicago,Confirmed,1.0
03-01-2020,Australia,Western Australia,_,Deaths,1.0
03-01-2020,Belgium,_,_,Confirmed,1.0
03-01-2020,Egypt,_,_,Confirmed,1.0
03-01-2020,United States of America,WA,Snohomish County,Confirmed,1.0
03-01-2020,Armenia,_,_,Confirmed,1.0
03-01-2020,Dominican Republic,_,_,Confirmed,1.0
03-01-2020,United States of America,RI,Providence,Confirmed,1.0
03-02-2020,China,Hubei,_,Confirmed,196.0
03-02-2020,China,Hubei,_,Deaths,42.0
03-02-2020,China,Hubei,_,Recovered,2398.0
03-02-2020,South Korea,_,_,Confirmed,599.0
03-02-2020,South Korea,_,_,Deaths,11.0
03-02-2020,Italy,_,_,Confirmed,342.0
03-02-2020,Italy,_,_,Deaths,18.0
03-02-2020,Italy,_,_,Recovered,66.0
03-02-2020,Iran,_,_,Confirmed,523.0
03-02-2020,Iran,_,_,Deaths,12.0
03-02-2020,Iran,_,_,Recovered,116.0
03-02-2020,China,Guangdong,_,Confirmed,1.0
03-02-2020,China,Guangdong,_,Recovered,43.0
03-02-2020,China,Henan,_,Recovered,7.0
03-02-2020,China,Zhejiang,_,Confirmed,1.0
03-02-2020,China,Zhejiang,_,Recovered,23.0
03-02-2020,China,Hunan,_,Recovered,21.0
03-02-2020,China,Anhui,_,Recovered,44.0
03-02-2020,China,Jiangxi,_,Recovered,19.0
03-02-2020,China,Shandong,_,Recovered,17.0
03-02-2020,China,Jiangsu,_,Recovered,7.0
03-02-2020,China,Chongqing,_,Recovered,19.0
03-02-2020,China,Sichuan,_,Recovered,21.0
03-02-2020,China,Heilongjiang,_,Recovered,14.0
03-02-2020,China,Beijing,_,Confirmed,1.0
03-02-2020,China,Beijing,_,Recovered,6.0
03-02-2020,China,Shanghai,_,Recovered,2.0
03-02-2020,China,Hebei,_,Recovered,2.0
03-02-2020,China,Fujian,_,Recovered,8.0
03-02-2020,Japan,_,_,Confirmed,18.0
03-02-2020,China,Guangxi,_,Recovered,11.0
03-02-2020,China,Shaanxi,_,Recovered,8.0
03-02-2020,France,_,_,Confirmed,61.0
03-02-2020,France,_,_,Deaths,1.0
03-02-2020,China,Yunnan,_,Recovered,5.0
03-02-2020,China,Hainan,_,Recovered,2.0
03-02-2020,Germany,_,_,Confirmed,29.0
03-02-2020,China,Guizhou,_,Recovered,2.0
03-02-2020,China,Shanxi,_,Recovered,3.0
03-02-2020,Spain,_,_,Confirmed,36.0
03-02-2020,Singapore,_,_,Confirmed,2.0
03-02-2020,Singapore,_,_,Recovered,6.0
03-02-2020,Hong Kong,Hong Kong,_,Confirmed,4.0
03-02-2020,China,Jilin,_,Recovered,5.0
03-02-2020,China,Gansu,_,Recovered,1.0
03-02-2020,China,Xinjiang,_,Recovered,2.0
03-02-2020,China,Inner Mongolia,_,Recovered,2.0
03-02-2020,China,Ningxia,_,Confirmed,1.0
03-02-2020,Kuwait,_,_,Confirmed,11.0
03-02-2020,Bahrain,_,_,Confirmed,2.0
03-02-2020,United States of America,Unassigned Location (From Diamond Princess),_,Confirmed,1.0
03-02-2020,Thailand,_,_,Confirmed,1.0
03-02-2020,Thailand,_,_,Recovered,3.0
03-02-2020,Switzerland,_,_,Confirmed,15.0
03-02-2020,Taiwan,Taiwan,_,Confirmed,1.0
03-02-2020,Taiwan,Taiwan,_,Recovered,3.0
03-02-2020,UK,_,_,Confirmed,4.0
03-02-2020,Iraq,_,_,Confirmed,7.0
03-02-2020,Norway,_,_,Confirmed,6.0
03-02-2020,Austria,_,_,Confirmed,4.0
03-02-2020,Netherlands,_,_,Confirmed,8.0
03-02-2020,Canada,ON,Toronto,Confirmed,3.0
03-02-2020,Sweden,_,_,Confirmed,1.0
03-02-2020,United States of America,WA,King County,Confirmed,14.0
03-02-2020,United States of America,WA,King County,Deaths,5.0
03-02-2020,United States of America,WA,King County,Recovered,1.0
03-02-2020,Lebanon,_,_,Confirmed,3.0
03-02-2020,Australia,Victoria,_,Confirmed,2.0
03-02-2020,United States of America,CA,Santa Clara,Confirmed,6.0
03-02-2020,Belgium,_,_,Confirmed,6.0
03-02-2020,San Marino,_,_,Confirmed,7.0
03-02-2020,Iceland,_,_,Confirmed,3.0
03-02-2020,India,_,_,Confirmed,2.0
03-02-2020,United States of America,IL,Cook County,Confirmed,4.0
03-02-2020,United States of America,IL,Cook County,Recovered,2.0
03-02-2020,United States of America,WA,Snohomish County,Confirmed,2.0
03-02-2020,United States of America,WA,Snohomish County,Deaths,1.0
03-02-2020,Algeria,_,_,Confirmed,2.0
03-02-2020,Russia,_,_,Confirmed,1.0
03-02-2020,Indonesia,_,_,Confirmed,2.0
03-02-2020,Portugal,_,_,Confirmed,2.0
03-02-2020,United States of America,OR,Portland,Confirmed,1.0
03-02-2020,United States of America,RI,Providence,Confirmed,1.0
03-02-2020,Andorra,_,_,Confirmed,1.0
03-02-2020,Australia,Tasmania,_,Confirmed,1.0
03-02-2020,Latvia,_,_,Confirmed,1.0
03-02-2020,Morocco,_,_,Confirmed,1.0
03-02-2020,Saudi Arabia,_,_,Confirmed,1.0
03-02-2020,Senegal,_,_,Confirmed,1.0
03-02-2020,United States of America,NH,Grafton County,Confirmed,1.0
03-02-2020,United States of America,FL,Hillsborough,Confirmed,1.0
03-02-2020,United States of America,NY,New York City,Confirmed,1.0
03-02-2020,United States of America,CA,Placer County,Confirmed,1.0
03-02-2020,United States of America,CA,San Mateo,Confirmed,1.0
03-02-2020,United States of America,FL,Sarasota,Confirmed,1.0
03-02-2020,United States of America,CA,Sonoma County,Confirmed,1.0
03-02-2020,United States of America,OR,Umatilla,Confirmed,1.0
03-03-2020,China,Hubei,_,Confirmed,114.0
03-03-2020,China,Hubei,_,Deaths,32.0
03-03-2020,China,Hubei,_,Recovered,2274.0
03-03-2020,South Korea,_,_,Confirmed,851.0
03-03-2020,Italy,_,_,Confirmed,466.0
03-03-2020,Italy,_,_,Deaths,27.0
03-03-2020,Italy,_,_,Recovered,11.0
03-03-2020,Iran,_,_,Confirmed,835.0
03-03-2020,Iran,_,_,Deaths,11.0
03-03-2020,China,Guangdong,_,Recovered,42.0
03-03-2020,China,Henan,_,Recovered,26.0
03-03-2020,China,Zhejiang,_,Confirmed,7.0
03-03-2020,China,Zhejiang,_,Recovered,24.0
03-03-2020,China,Hunan,_,Recovered,19.0
03-03-2020,China,Anhui,_,Recovered,19.0
03-03-2020,China,Jiangxi,_,Recovered,20.0
03-03-2020,China,Shandong,_,Recovered,51.0
03-03-2020,Others,Diamond Princess cruise ship,_,Confirmed,1.0
03-03-2020,China,Jiangsu,_,Recovered,19.0
03-03-2020,China,Chongqing,_,Recovered,21.0
03-03-2020,China,Sichuan,_,Recovered,8.0
03-03-2020,China,Heilongjiang,_,Recovered,10.0
03-03-2020,China,Beijing,_,Recovered,6.0
03-03-2020,China,Shanghai,_,Confirmed,1.0
03-03-2020,China,Shanghai,_,Recovered,2.0
03-03-2020,China,Hebei,_,Recovered,4.0
03-03-2020,China,Fujian,_,Recovered,5.0
03-03-2020,Japan,_,_,Confirmed,19.0
03-03-2020,Japan,_,_,Recovered,11.0
03-03-2020,China,Guangxi,_,Recovered,10.0
03-03-2020,France,_,_,Confirmed,13.0
03-03-2020,France,_,_,Deaths,1.0
03-03-2020,Germany,_,_,Confirmed,37.0
03-03-2020,China,Yunnan,_,Recovered,1.0
03-03-2020,China,Hainan,_,Recovered,4.0
03-03-2020,Spain,_,_,Confirmed,45.0
03-03-2020,Spain,_,_,Deaths,1.0
03-03-2020,China,Tianjin,_,Recovered,13.0
03-03-2020,China,Shanxi,_,Recovered,5.0
03-03-2020,China,Liaoning,_,Confirmed,3.0
03-03-2020,China,Liaoning,_,Recovered,3.0
03-03-2020,Singapore,_,_,Confirmed,2.0
03-03-2020,Hong Kong,Hong Kong,_,Recovered,1.0
03-03-2020,China,Gansu,_,Recovered,1.0
03-03-2020,China,Xinjiang,_,Recovered,2.0
03-03-2020,China,Inner Mongolia,_,Deaths,1.0
03-03-2020,China,Inner Mongolia,_,Recovered,5.0
03-03-2020,Switzerland,_,_,Confirmed,14.0
03-03-2020,Switzerland,_,_,Recovered,2.0
03-03-2020,UK,_,_,Confirmed,11.0
03-03-2020,Taiwan,Taiwan,_,Confirmed,1.0
03-03-2020,Malaysia,_,_,Confirmed,7.0
03-03-2020,Malaysia,_,_,Recovered,4.0
03-03-2020,Iraq,_,_,Confirmed,6.0
03-03-2020,Norway,_,_,Confirmed,7.0
03-03-2020,United Arab Emirates,_,_,Confirmed,6.0
03-03-2020,Netherlands,_,_,Confirmed,6.0
03-03-2020,Austria,_,_,Confirmed,3.0
03-03-2020,Sweden,_,_,Confirmed,6.0
03-03-2020,United States of America,WA,King County,Confirmed,7.0
03-03-2020,United States of America,WA,King County,Deaths,1.0
03-03-2020,Canada,ON,Toronto,Confirmed,2.0
03-03-2020,Australia,New South Wales,_,Confirmed,7.0
03-03-2020,Belgium,_,_,Confirmed,5.0
03-03-2020,Israel,_,_,Confirmed,2.0
03-03-2020,Oman,_,_,Confirmed,6.0
03-03-2020,Oman,_,_,Recovered,1.0
03-03-2020,Australia,Queensland,_,Confirmed,2.0
03-03-2020,Iceland,_,_,Confirmed,5.0
03-03-2020,United States of America,CA,Santa Clara,Confirmed,2.0
03-03-2020,Macau,Macau,_,Recovered,1.0
03-03-2020,San Marino,_,_,Confirmed,2.0
03-03-2020,San Marino,_,_,Deaths,1.0
03-03-2020,Canada,British Columbia,_,Confirmed,1.0
03-03-2020,Croatia,_,_,Confirmed,2.0
03-03-2020,Ecuador,_,_,Confirmed,1.0
03-03-2020,Qatar,_,_,Confirmed,4.0
03-03-2020,Denmark,_,_,Confirmed,2.0
03-03-2020,United States of America,WA,Snohomish County,Confirmed,2.0
03-03-2020,Algeria,_,_,Confirmed,2.0
03-03-2020,Czech Republic,_,_,Confirmed,2.0
03-03-2020,Mexico,_,_,Recovered,1.0
03-03-2020,Pakistan,_,_,Confirmed,1.0
03-03-2020,Estonia,_,_,Confirmed,1.0
03-03-2020,Ireland,_,_,Confirmed,1.0
03-03-2020,Senegal,_,_,Confirmed,1.0
03-03-2020,United States of America,GA,Fulton County,Confirmed,2.0
03-03-2020,United States of America,NH,Grafton County,Confirmed,1.0
03-03-2020,United States of America,FL,Hillsborough,Confirmed,1.0
03-03-2020,United States of America,CA,San Mateo,Confirmed,1.0
03-03-2020,United States of America,OR,Washington County,Confirmed,2.0
03-03-2020,Argentina,_,_,Confirmed,1.0
03-03-2020,Chile,_,_,Confirmed,1.0
03-03-2020,Jordan,_,_,Confirmed,1.0
03-03-2020,United States of America,MA,Norfolk County,Confirmed,1.0
03-03-2020,United States of America,CA,Berkeley,Confirmed,1.0
03-03-2020,United States of America,WI,Madison,Recovered,1.0
03-03-2020,United States of America,AZ,Maricopa County,Confirmed,1.0
03-03-2020,United States of America,NC,Wake County,Confirmed,1.0
03-03-2020,United States of America,NY,Westchester County,Confirmed,1.0
03-03-2020,Ukraine,_,_,Confirmed,1.0
03-04-2020,China,Hubei,_,Confirmed,115.0
03-04-2020,China,Hubei,_,Deaths,36.0
03-04-2020,China,Hubei,_,Recovered,2349.0
03-04-2020,South Korea,_,_,Confirmed,435.0
03-04-2020,South Korea,_,_,Deaths,7.0
03-04-2020,South Korea,_,_,Recovered,11.0
03-04-2020,Italy,_,_,Confirmed,587.0
03-04-2020,Italy,_,_,Deaths,28.0
03-04-2020,Italy,_,_,Recovered,116.0
03-04-2020,Iran,_,_,Confirmed,586.0
03-04-2020,Iran,_,_,Deaths,15.0
03-04-2020,Iran,_,_,Recovered,261.0
03-04-2020,China,Guangdong,_,Recovered,32.0
03-04-2020,China,Henan,_,Recovered,3.0
03-04-2020,China,Zhejiang,_,Recovered,21.0
03-04-2020,China,Hunan,_,Recovered,10.0
03-04-2020,China,Anhui,_,Recovered,20.0
03-04-2020,China,Jiangxi,_,Recovered,14.0
03-04-2020,China,Shandong,_,Recovered,5.0
03-04-2020,China,Jiangsu,_,Recovered,15.0
03-04-2020,China,Chongqing,_,Recovered,12.0
03-04-2020,China,Sichuan,_,Recovered,12.0
03-04-2020,China,Heilongjiang,_,Recovered,7.0
03-04-2020,China,Beijing,_,Confirmed,4.0
03-04-2020,China,Beijing,_,Recovered,9.0
03-04-2020,China,Shanghai,_,Recovered,4.0
03-04-2020,Japan,_,_,Confirmed,38.0
03-04-2020,China,Hebei,_,Recovered,1.0
03-04-2020,China,Fujian,_,Recovered,10.0
03-04-2020,France,_,_,Confirmed,81.0
03-04-2020,Germany,_,_,Confirmed,66.0
03-04-2020,China,Guangxi,_,Recovered,8.0
03-04-2020,China,Shaanxi,_,Recovered,7.0
03-04-2020,Spain,_,_,Confirmed,57.0
03-04-2020,Spain,_,_,Deaths,1.0
03-04-2020,China,Hainan,_,Recovered,3.0
03-04-2020,Hong Kong,Hong Kong,_,Confirmed,5.0
03-04-2020,China,Jilin,_,Recovered,3.0
03-04-2020,China,Gansu,_,Recovered,1.0
03-04-2020,Switzerland,_,_,Confirmed,34.0
03-04-2020,Switzerland,_,_,Recovered,1.0
03-04-2020,UK,_,_,Confirmed,34.0
03-04-2020,China,Xinjiang,_,Recovered,1.0
03-04-2020,China,Inner Mongolia,_,Recovered,4.0
03-04-2020,China,Ningxia,_,Confirmed,1.0
03-04-2020,Norway,_,_,Confirmed,24.0
03-04-2020,Bahrain,_,_,Confirmed,3.0
03-04-2020,Malaysia,_,_,Confirmed,14.0
03-04-2020,Netherlands,_,_,Confirmed,14.0
03-04-2020,Iraq,_,_,Confirmed,3.0
03-04-2020,Iraq,_,_,Deaths,2.0
03-04-2020,Sweden,_,_,Confirmed,14.0
03-04-2020,United States of America,WA,King County,Confirmed,10.0
03-04-2020,United States of America,WA,King County,Deaths,3.0
03-04-2020,Austria,_,_,Confirmed,8.0
03-04-2020,India,_,_,Confirmed,23.0
03-04-2020,Iceland,_,_,Confirmed,15.0
03-04-2020,Belgium,_,_,Confirmed,10.0
03-04-2020,Australia,New South Wales,_,Confirmed,9.0
03-04-2020,Australia,New South Wales,_,Deaths,1.0
03-04-2020,San Marino,_,_,Confirmed,6.0
03-04-2020,Israel,_,_,Confirmed,3.0
03-04-2020,Oman,_,_,Confirmed,3.0
03-04-2020,Lebanon,_,_,Recovered,1.0
03-04-2020,Algeria,_,_,Confirmed,7.0
03-04-2020,Canada,British Columbia,_,Confirmed,3.0
03-04-2020,Australia,Victoria,_,Confirmed,1.0
03-04-2020,Croatia,_,_,Confirmed,1.0
03-04-2020,Denmark,_,_,Confirmed,4.0
03-04-2020,Ecuador,_,_,Confirmed,3.0
03-04-2020,United States of America,NY,Westchester County,Confirmed,9.0
03-04-2020,Greece,_,_,Confirmed,2.0
03-04-2020,Czech Republic,_,_,Confirmed,3.0
03-04-2020,Qatar,_,_,Confirmed,1.0
03-04-2020,United States of America,WA,Snohomish County,Confirmed,2.0
03-04-2020,United States of America,CA,Los Angeles,Confirmed,6.0
03-04-2020,Belarus,_,_,Confirmed,5.0
03-04-2020,Ireland,_,_,Confirmed,4.0
03-04-2020,Australia,South Australia,_,Confirmed,2.0
03-04-2020,Portugal,_,_,Confirmed,3.0
03-04-2020,Brazil,_,_,Confirmed,2.0
03-04-2020,Romania,_,_,Confirmed,1.0
03-04-2020,Romania,_,_,Recovered,1.0
03-04-2020,Senegal,_,_,Confirmed,2.0
03-04-2020,New Zealand,_,_,Confirmed,2.0
03-04-2020,Saint Barthelemy,_,_,Confirmed,3.0
03-04-2020,United States of America,CA,Orange County,Confirmed,3.0
03-04-2020,Hungary,_,_,Confirmed,2.0
03-04-2020,United States of America,CA,Placer County,Confirmed,1.0
03-04-2020,United States of America,CA,Placer County,Deaths,1.0
03-04-2020,Australia,Northern Territory,_,Confirmed,1.0
03-04-2020,Faroe Islands,_,_,Confirmed,1.0
03-04-2020,Gibraltar,_,_,Confirmed,1.0
03-04-2020,Liechtenstein,_,_,Confirmed,1.0
03-04-2020,Poland,_,_,Confirmed,1.0
03-04-2020,Tunisia,_,_,Confirmed,1.0
03-04-2020,United States of America,CA,Contra Costa County,Confirmed,1.0
03-05-2020,China,Hubei,_,Confirmed,134.0
03-05-2020,China,Hubei,_,Deaths,31.0
03-05-2020,China,Hubei,_,Recovered,2035.0
03-05-2020,South Korea,_,_,Confirmed,467.0
03-05-2020,Italy,_,_,Confirmed,769.0
03-05-2020,Italy,_,_,Deaths,41.0
03-05-2020,Italy,_,_,Recovered,138.0
03-05-2020,Iran,_,_,Confirmed,591.0
03-05-2020,Iran,_,_,Deaths,15.0
03-05-2020,Iran,_,_,Recovered,187.0
03-05-2020,China,Guangdong,_,Confirmed,1.0
03-05-2020,China,Guangdong,_,Recovered,48.0
03-05-2020,China,Henan,_,Recovered,5.0
03-05-2020,China,Zhejiang,_,Confirmed,2.0
03-05-2020,China,Zhejiang,_,Recovered,10.0
03-05-2020,China,Hunan,_,Recovered,22.0
03-05-2020,China,Anhui,_,Recovered,14.0
03-05-2020,China,Jiangxi,_,Recovered,17.0
03-05-2020,China,Shandong,_,Recovered,62.0
03-05-2020,China,Jiangsu,_,Recovered,6.0
03-05-2020,China,Chongqing,_,Recovered,10.0
03-05-2020,China,Sichuan,_,Confirmed,1.0
03-05-2020,China,Sichuan,_,Recovered,19.0
03-05-2020,Germany,_,_,Confirmed,220.0
03-05-2020,China,Heilongjiang,_,Confirmed,1.0
03-05-2020,China,Heilongjiang,_,Recovered,6.0
03-05-2020,France,_,_,Confirmed,92.0
03-05-2020,France,_,_,Deaths,2.0
03-05-2020,Japan,_,_,Confirmed,29.0
03-05-2020,China,Shanghai,_,Confirmed,1.0
03-05-2020,China,Shanghai,_,Recovered,5.0
03-05-2020,China,Hebei,_,Recovered,3.0
03-05-2020,China,Fujian,_,Recovered,7.0
03-05-2020,Spain,_,_,Confirmed,37.0
03-05-2020,Spain,_,_,Deaths,1.0
03-05-2020,China,Guangxi,_,Recovered,4.0
03-05-2020,China,Shaanxi,_,Recovered,1.0
03-05-2020,China,Hainan,_,Deaths,1.0
03-05-2020,China,Tianjin,_,Recovered,4.0
03-05-2020,China,Shanxi,_,Recovered,2.0
03-05-2020,Singapore,_,_,Confirmed,7.0
03-05-2020,UK,_,_,Confirmed,30.0
03-05-2020,UK,_,_,Deaths,1.0
03-05-2020,Switzerland,_,_,Confirmed,24.0
03-05-2020,Switzerland,_,_,Deaths,1.0
03-05-2020,Hong Kong,Hong Kong,_,Recovered,6.0
03-05-2020,China,Gansu,_,Confirmed,11.0
03-05-2020,Sweden,_,_,Confirmed,59.0
03-05-2020,China,Jilin,_,Recovered,2.0
03-05-2020,Norway,_,_,Confirmed,31.0
03-05-2020,Netherlands,_,_,Confirmed,44.0
03-05-2020,China,Xinjiang,_,Recovered,1.0
03-05-2020,China,Inner Mongolia,_,Recovered,2.0
03-05-2020,Kuwait,_,_,Confirmed,2.0
03-05-2020,Bahrain,_,_,Confirmed,3.0
03-05-2020,United States of America,WA,King County,Confirmed,20.0
03-05-2020,United States of America,WA,King County,Deaths,1.0
03-05-2020,Belgium,_,_,Confirmed,27.0
03-05-2020,Thailand,_,_,Confirmed,4.0
03-05-2020,Taiwan,Taiwan,_,Confirmed,2.0
03-05-2020,Austria,_,_,Confirmed,12.0
03-05-2020,Iceland,_,_,Confirmed,8.0
03-05-2020,Greece,_,_,Confirmed,22.0
03-05-2020,India,_,_,Confirmed,2.0
03-05-2020,United Arab Emirates,_,_,Confirmed,2.0
03-05-2020,Canada,ON,Toronto,Confirmed,2.0
03-05-2020,San Marino,_,_,Confirmed,5.0
03-05-2020,United States of America,CA,Santa Clara,Confirmed,9.0
03-05-2020,United States of America,WA,Snohomish County,Confirmed,10.0
03-05-2020,United States of America,NY,Westchester County,Confirmed,8.0
03-05-2020,Israel,_,_,Confirmed,1.0
03-05-2020,Lebanon,_,_,Confirmed,3.0
03-05-2020,Oman,_,_,Confirmed,1.0
