date,country,state,city,status,value
03-05-2020,Australia,Queensland,_,Confirmed,2.0
03-05-2020,Australia,Queensland,_,Recovered,7.0
03-05-2020,Canada,British Columbia,_,Confirmed,1.0
03-05-2020,Ecuador,_,_,Confirmed,3.0
03-05-2020,Czech Republic,_,_,Confirmed,4.0
03-05-2020,Finland,_,_,Confirmed,6.0
03-05-2020,United States of America,CA,Los Angeles,Confirmed,4.0
03-05-2020,Australia,Victoria,_,Recovered,3.0
03-05-2020,Portugal,_,_,Confirmed,3.0
03-05-2020,Azerbaijan,_,_,Confirmed,3.0
03-05-2020,Romania,_,_,Confirmed,2.0
03-05-2020,Saudi Arabia,_,_,Confirmed,4.0
03-05-2020,United States of America,IL,Cook County,Confirmed,1.0
03-05-2020,Chile,_,_,Confirmed,3.0
03-05-2020,Georgia,_,_,Confirmed,1.0
03-05-2020,Palestine,_,_,Confirmed,4.0
03-05-2020,Russia,_,_,Confirmed,1.0
03-05-2020,United States of America,NY,New York City,Confirmed,3.0
03-05-2020,Australia,Western Australia,_,Confirmed,1.0
03-05-2020,Egypt,_,_,Confirmed,1.0
03-05-2020,Estonia,_,_,Confirmed,1.0
03-05-2020,United States of America,CA,San Diego County,Confirmed,1.0
03-05-2020,Bosnia and Herzegovina,_,_,Confirmed,2.0
03-05-2020,Canada,QC,Montreal,Confirmed,1.0
03-05-2020,Morocco,_,_,Confirmed,1.0
03-05-2020,Slovenia,_,_,Confirmed,2.0
03-05-2020,United States of America,NJ,Bergen County,Confirmed,2.0
03-05-2020,United States of America,TX,Harris County,Confirmed,2.0
03-05-2020,United States of America,CA,San Francisco County,Confirmed,2.0
03-05-2020,South Africa,_,_,Confirmed,1.0
03-05-2020,United States of America,NV,Clark County,Confirmed,1.0
03-05-2020,United States of America,TX,Fort Bend County,Confirmed,1.0
03-05-2020,United States of America,WA,Grant County,Confirmed,1.0
03-05-2020,United States of America,NY,Queens County,Confirmed,1.0
03-05-2020,United States of America,FL,Santa Rosa County,Confirmed,1.0
03-05-2020,United States of America,TN,Williamson County,Confirmed,1.0
