Date,Country,State,Status,Value
03-25-2020,Tunisia,_,Confirmed,59.0
03-25-2020,Tunisia,_,Deaths,1.0
03-25-2020,Tunisia,_,Recovered,1.0
03-25-2020,Turkey,_,Confirmed,561.0
03-25-2020,Turkey,_,Deaths,15.0
03-25-2020,Turkey,_,Recovered,26.0
03-25-2020,Uganda,_,Confirmed,5.0
03-25-2020,Ukraine,_,Confirmed,48.0
03-25-2020,Ukraine,_,Deaths,2.0
03-25-2020,United Arab Emirates,_,Confirmed,85.0
03-25-2020,United Arab Emirates,_,Recovered,7.0
03-25-2020,United Kingdom,_,Confirmed,1452.0
03-25-2020,United Kingdom,_,Deaths,43.0
03-25-2020,Uruguay,_,Confirmed,27.0
03-25-2020,Uzbekistan,_,Confirmed,10.0
03-25-2020,Venezuela,_,Confirmed,7.0
03-25-2020,Vietnam,_,Confirmed,7.0
03-25-2020,Zambia,_,Confirmed,9.0
03-26-2020,United States of America,South Carolina,Deaths,2.0
03-26-2020,United States of America,Louisiana,Confirmed,509.0
03-26-2020,United States of America,Louisiana,Deaths,18.0
03-26-2020,United States of America,Virginia,Confirmed,70.0
03-26-2020,United States of America,Virginia,Deaths,1.0
03-26-2020,United States of America,Idaho,Confirmed,55.0
03-26-2020,United States of America,Idaho,Deaths,3.0
03-26-2020,United States of America,Iowa,Confirmed,33.0
03-26-2020,United States of America,Kentucky,Confirmed,50.0
03-26-2020,United States of America,Missouri,Confirmed,166.0
03-26-2020,United States of America,Missouri,Deaths,1.0
03-26-2020,United States of America,Oklahoma,Confirmed,84.0
03-26-2020,United States of America,Oklahoma,Deaths,2.0
03-26-2020,United States of America,Colorado,Confirmed,409.0
03-26-2020,United States of America,Colorado,Deaths,3.0
03-26-2020,United States of America,Illinois,Confirmed,673.0
03-26-2020,United States of America,Illinois,Deaths,7.0
03-26-2020,United States of America,Indiana,Confirmed,168.0
03-26-2020,United States of America,Indiana,Deaths,3.0
03-26-2020,United States of America,Mississippi,Confirmed,108.0
03-26-2020,United States of America,Mississippi,Deaths,3.0
03-26-2020,United States of America,Nebraska,Confirmed,3.0
03-26-2020,United States of America,North Dakota,Confirmed,6.0
03-26-2020,United States of America,Ohio,Confirmed,164.0
03-26-2020,United States of America,Ohio,Deaths,4.0
03-26-2020,United States of America,Pennsylvania,Confirmed,535.0
03-26-2020,United States of America,Pennsylvania,Deaths,3.0
03-26-2020,United States of America,Washington,Confirmed,616.0
03-26-2020,United States of America,Washington,Deaths,17.0
03-26-2020,United States of America,Wisconsin,Confirmed,107.0
03-26-2020,United States of America,Wisconsin,Deaths,3.0
03-26-2020,United States of America,Vermont,Confirmed,33.0
03-26-2020,United States of America,Vermont,Deaths,1.0
03-26-2020,United States of America,Minnesota,Confirmed,58.0
03-26-2020,United States of America,Minnesota,Deaths,1.0
03-26-2020,United States of America,Florida,Confirmed,675.0
03-26-2020,United States of America,Florida,Deaths,6.0
03-26-2020,United States of America,North Carolina,Confirmed,148.0
03-26-2020,United States of America,North Carolina,Deaths,1.0
03-26-2020,United States of America,California,Confirmed,901.0
03-26-2020,United States of America,California,Deaths,16.0
03-26-2020,United States of America,New York,Confirmed,7036.0
03-26-2020,United States of America,New York,Deaths,100.0
03-26-2020,United States of America,Wyoming,Confirmed,9.0
03-26-2020,United States of America,Michigan,Confirmed,549.0
03-26-2020,United States of America,Michigan,Deaths,18.0
03-26-2020,United States of America,Alaska,Confirmed,15.0
03-26-2020,United States of America,Maryland,Confirmed,158.0
03-26-2020,United States of America,Kansas,Confirmed,38.0
03-26-2020,United States of America,Tennessee,Confirmed,181.0
03-26-2020,United States of America,Texas,Confirmed,334.0
03-26-2020,United States of America,Texas,Deaths,6.0
03-26-2020,United States of America,Maine,Confirmed,13.0
03-26-2020,United States of America,Arizona,Confirmed,107.0
03-26-2020,United States of America,Arizona,Deaths,2.0
03-26-2020,United States of America,Georgia,Confirmed,278.0
03-26-2020,United States of America,Georgia,Deaths,8.0
03-26-2020,United States of America,Arkansas,Confirmed,55.0
03-26-2020,United States of America,New Jersey,Confirmed,2474.0
03-26-2020,United States of America,New Jersey,Deaths,19.0
03-26-2020,United States of America,South Dakota,Confirmed,5.0
03-26-2020,United States of America,Alabama,Confirmed,136.0
03-26-2020,United States of America,Oregon,Confirmed,50.0
03-26-2020,United States of America,Oregon,Deaths,1.0
03-26-2020,United States of America,West Virginia,Confirmed,13.0
03-26-2020,United States of America,Massachusetts,Confirmed,579.0
03-26-2020,United States of America,Massachusetts,Deaths,10.0
03-26-2020,United States of America,Utah,Confirmed,56.0
03-26-2020,United States of America,Montana,Confirmed,25.0
03-26-2020,United States of America,New Hampshire,Confirmed,29.0
03-26-2020,United States of America,Rhode Island,Confirmed,33.0
03-26-2020,United States of America,Nevada,Confirmed,97.0
03-26-2020,United States of America,Nevada,Deaths,4.0
03-26-2020,United States of America,District of Columbia,Confirmed,44.0
03-26-2020,United States of America,District of Columbia,Deaths,1.0
03-26-2020,United States of America,Connecticut,Confirmed,137.0
03-26-2020,United States of America,Connecticut,Deaths,2.0
03-26-2020,United States of America,Hawaii,Confirmed,4.0
03-26-2020,United States of America,Delaware,Confirmed,11.0
03-26-2020,United States of America,Delaware,Deaths,1.0
03-26-2020,Canada,Alberta,Confirmed,128.0
03-26-2020,Netherlands,Aruba,Confirmed,11.0
03-26-2020,Australia,Australian Capital Territory,Confirmed,14.0
03-26-2020,Australia,Australian Capital Territory,Recovered,1.0
03-26-2020,China,Beijing,Confirmed,5.0
03-26-2020,China,Beijing,Recovered,3.0
03-26-2020,United Kingdom,Bermuda,Confirmed,8.0
03-26-2020,United Kingdom,Bermuda,Recovered,2.0
03-26-2020,Canada,British Columbia,Confirmed,108.0
03-26-2020,Canada,British Columbia,Deaths,1.0
03-26-2020,United Kingdom,Channel Islands,Confirmed,20.0
03-26-2020,United Kingdom,Channel Islands,Deaths,1.0
03-26-2020,Netherlands,Curacao,Recovered,2.0
03-26-2020,Denmark,Faroe Islands,Confirmed,8.0
03-26-2020,Denmark,Faroe Islands,Recovered,9.0
03-26-2020,France,French Polynesia,Confirmed,5.0
03-26-2020,China,Fujian,Confirmed,6.0
03-26-2020,China,Gansu,Recovered,2.0
03-26-2020,United Kingdom,Gibraltar,Confirmed,9.0
03-26-2020,United Kingdom,Gibraltar,Recovered,8.0
03-26-2020,United States of America,Guam,Confirmed,8.0
03-26-2020,China,Guangdong,Confirmed,15.0
03-26-2020,China,Heilongjiang,Recovered,1.0
03-26-2020,China,Henan,Confirmed,1.0
03-26-2020,China,Hong Kong,Confirmed,43.0
03-26-2020,China,Hong Kong,Recovered,8.0
03-26-2020,China,Hubei,Deaths,6.0
03-26-2020,China,Hubei,Recovered,390.0
03-26-2020,China,Inner Mongolia,Confirmed,12.0
03-26-2020,United Kingdom,Isle of Man,Confirmed,2.0
03-26-2020,China,Jiangsu,Confirmed,2.0
03-26-2020,China,Jilin,Confirmed,1.0
03-26-2020,China,Liaoning,Confirmed,1.0
03-26-2020,China,Macau,Confirmed,1.0
03-26-2020,Canada,Manitoba,Confirmed,1.0
03-26-2020,United Kingdom,Montserrat,Confirmed,4.0
03-26-2020,Canada,New Brunswick,Confirmed,15.0
03-26-2020,Australia,New South Wales,Confirmed,190.0
03-26-2020,Canada,Newfoundland and Labrador,Confirmed,47.0
03-26-2020,Australia,Northern Territory,Confirmed,6.0
03-26-2020,Canada,Nova Scotia,Confirmed,5.0
03-26-2020,Canada,Ontario,Confirmed,170.0
03-26-2020,Canada,Ontario,Deaths,5.0
03-26-2020,United States of America,Puerto Rico,Confirmed,13.0
03-26-2020,Canada,Quebec,Confirmed,290.0
03-26-2020,Canada,Quebec,Deaths,2.0
03-26-2020,Australia,Queensland,Confirmed,50.0
03-26-2020,Australia,Queensland,Deaths,1.0
03-26-2020,Canada,Recovered,Recovered,1.0
03-26-2020,United States of America,Recovered,Recovered,320.0
03-26-2020,France,Reunion,Confirmed,24.0
03-26-2020,Canada,Saskatchewan,Confirmed,23.0
03-26-2020,China,Shaanxi,Confirmed,3.0
03-26-2020,China,Shaanxi,Recovered,2.0
03-26-2020,China,Shandong,Confirmed,2.0
03-26-2020,China,Shanghai,Confirmed,18.0
03-26-2020,China,Shanghai,Recovered,1.0
03-26-2020,China,Shanxi,Confirmed,1.0
03-26-2020,Australia,South Australia,Confirmed,65.0
03-26-2020,Australia,Tasmania,Confirmed,11.0
03-26-2020,China,Tianjin,Confirmed,6.0
03-26-2020,Australia,Victoria,Confirmed,54.0
03-26-2020,Australia,Victoria,Deaths,3.0
03-26-2020,Australia,Victoria,Recovered,52.0
03-26-2020,Australia,Western Australia,Confirmed,56.0
03-26-2020,Australia,Western Australia,Deaths,1.0
03-26-2020,Canada,Yukon,Confirmed,3.0
03-26-2020,China,Yunnan,Confirmed,2.0
03-26-2020,China,Zhejiang,Confirmed,2.0
03-26-2020,China,Zhejiang,Recovered,1.0
03-26-2020,Afghanistan,_,Confirmed,10.0
03-26-2020,Afghanistan,_,Deaths,2.0
03-26-2020,Albania,_,Confirmed,28.0
03-26-2020,Albania,_,Deaths,1.0
03-26-2020,Algeria,_,Confirmed,65.0
03-26-2020,Algeria,_,Deaths,4.0
03-26-2020,Andorra,_,Confirmed,36.0
03-26-2020,Andorra,_,Deaths,2.0
03-26-2020,Angola,_,Confirmed,1.0
03-26-2020,Antigua and Barbuda,_,Confirmed,4.0
03-26-2020,Argentina,_,Confirmed,115.0
03-26-2020,Argentina,_,Deaths,1.0
03-26-2020,Argentina,_,Recovered,11.0
03-26-2020,Armenia,_,Confirmed,25.0
03-26-2020,Armenia,_,Deaths,1.0
03-26-2020,Armenia,_,Recovered,2.0
03-26-2020,Austria,_,Confirmed,1321.0
03-26-2020,Austria,_,Deaths,19.0
03-26-2020,Austria,_,Recovered,103.0
03-26-2020,Azerbaijan,_,Confirmed,29.0
03-26-2020,Azerbaijan,_,Deaths,1.0
03-26-2020,Azerbaijan,_,Recovered,5.0
03-26-2020,Bahamas,_,Confirmed,4.0
03-26-2020,Bahrain,_,Confirmed,39.0
03-26-2020,Bahrain,_,Recovered,27.0
03-26-2020,Bangladesh,_,Confirmed,5.0
03-26-2020,Bangladesh,_,Recovered,4.0
03-26-2020,Belgium,_,Confirmed,1298.0
03-26-2020,Belgium,_,Deaths,42.0
03-26-2020,Belgium,_,Recovered,128.0
03-26-2020,Bolivia,_,Confirmed,11.0
03-26-2020,Bosnia and Herzegovina,_,Confirmed,15.0
03-26-2020,Brazil,_,Confirmed,431.0
03-26-2020,Brazil,_,Deaths,18.0
03-26-2020,Brazil,_,Recovered,4.0
03-26-2020,Brunei,_,Confirmed,5.0
03-26-2020,Brunei,_,Recovered,3.0
03-26-2020,Bulgaria,_,Confirmed,22.0
03-26-2020,Bulgaria,_,Recovered,4.0
03-26-2020,Burkina Faso,_,Confirmed,6.0
03-26-2020,Burkina Faso,_,Deaths,3.0
03-26-2020,Chile,_,Confirmed,164.0
03-26-2020,Chile,_,Deaths,1.0
03-26-2020,Colombia,_,Confirmed,21.0
03-26-2020,Colombia,_,Deaths,2.0
03-26-2020,Congo (Kinshasa),_,Confirmed,3.0
03-26-2020,Congo (Kinshasa),_,Deaths,1.0
03-26-2020,Costa Rica,_,Confirmed,30.0
03-26-2020,Cote d'Ivoire,_,Confirmed,16.0
03-26-2020,Croatia,_,Confirmed,53.0
03-26-2020,Croatia,_,Deaths,2.0
03-26-2020,Cuba,_,Confirmed,10.0
03-26-2020,Cuba,_,Deaths,1.0
03-26-2020,Cyprus,_,Confirmed,14.0
03-26-2020,Cyprus,_,Recovered,1.0
03-26-2020,Czechia,_,Confirmed,271.0
03-26-2020,Czechia,_,Deaths,3.0
03-26-2020,Denmark,_,Confirmed,153.0
03-26-2020,Denmark,_,Deaths,7.0
03-26-2020,Diamond Princess,_,Recovered,10.0
03-26-2020,Dominica,_,Confirmed,4.0
03-26-2020,Dominican Republic,_,Confirmed,96.0
03-26-2020,Ecuador,_,Confirmed,230.0
03-26-2020,Ecuador,_,Deaths,6.0
03-26-2020,Egypt,_,Confirmed,39.0
03-26-2020,Egypt,_,Deaths,3.0
03-26-2020,Egypt,_,Recovered,7.0
03-26-2020,El Salvador,_,Confirmed,4.0
03-26-2020,Equatorial Guinea,_,Confirmed,3.0
03-26-2020,Eritrea,_,Confirmed,2.0
03-26-2020,Estonia,_,Confirmed,134.0
03-26-2020,Eswatini,_,Confirmed,2.0
03-26-2020,Finland,_,Confirmed,78.0
03-26-2020,Finland,_,Deaths,2.0
03-26-2020,France,_,Confirmed,3922.0
03-26-2020,France,_,Deaths,365.0
03-26-2020,France,_,Recovered,1048.0
03-26-2020,Gabon,_,Confirmed,1.0
03-26-2020,Georgia,_,Confirmed,4.0
03-26-2020,Georgia,_,Recovered,1.0
03-26-2020,Germany,_,Confirmed,6615.0
03-26-2020,Germany,_,Deaths,61.0
03-26-2020,Germany,_,Recovered,2126.0
03-26-2020,Ghana,_,Confirmed,39.0
03-26-2020,Ghana,_,Recovered,1.0
03-26-2020,Greece,_,Confirmed,71.0
03-26-2020,Greece,_,Deaths,4.0
03-26-2020,Grenada,_,Confirmed,6.0
03-26-2020,Guatemala,_,Confirmed,1.0
03-26-2020,Honduras,_,Confirmed,16.0
03-26-2020,Honduras,_,Deaths,1.0
03-26-2020,Hungary,_,Confirmed,35.0
03-26-2020,Hungary,_,Recovered,7.0
03-26-2020,Iceland,_,Confirmed,65.0
03-26-2020,Iceland,_,Recovered,26.0
03-26-2020,India,_,Confirmed,70.0
03-26-2020,India,_,Deaths,8.0
03-26-2020,India,_,Recovered,2.0
03-26-2020,Indonesia,_,Confirmed,103.0
03-26-2020,Indonesia,_,Deaths,20.0
03-26-2020,Indonesia,_,Recovered,4.0
03-26-2020,Iran,_,Confirmed,2389.0
03-26-2020,Iran,_,Deaths,157.0
03-26-2020,Iran,_,Recovered,832.0
03-26-2020,Iraq,_,Confirmed,36.0
03-26-2020,Iraq,_,Deaths,7.0
03-26-2020,Iraq,_,Recovered,2.0
03-26-2020,Ireland,_,Confirmed,255.0
03-26-2020,Ireland,_,Deaths,10.0
03-26-2020,Israel,_,Confirmed,324.0
03-26-2020,Israel,_,Deaths,3.0
03-26-2020,Israel,_,Recovered,10.0
03-26-2020,Italy,_,Confirmed,6203.0
03-26-2020,Italy,_,Deaths,712.0
03-26-2020,Italy,_,Recovered,999.0
03-26-2020,Japan,_,Confirmed,80.0
03-26-2020,Japan,_,Deaths,2.0
03-26-2020,Japan,_,Recovered,49.0
03-26-2020,Jordan,_,Confirmed,40.0
03-26-2020,Kazakhstan,_,Confirmed,30.0
03-26-2020,Kazakhstan,_,Deaths,1.0
03-26-2020,Kazakhstan,_,Recovered,2.0
03-26-2020,Kenya,_,Confirmed,3.0
03-26-2020,Kenya,_,Deaths,1.0
03-26-2020,"Korea, South",_,Confirmed,104.0
03-26-2020,"Korea, South",_,Deaths,5.0
03-26-2020,"Korea, South",_,Recovered,414.0
03-26-2020,Kosovo,_,Confirmed,69.0
03-26-2020,Kosovo,_,Deaths,1.0
03-26-2020,Kuwait,_,Confirmed,13.0
03-26-2020,Kuwait,_,Recovered,6.0
03-26-2020,Laos,_,Confirmed,3.0
03-26-2020,Latvia,_,Confirmed,23.0
03-26-2020,Lebanon,_,Confirmed,35.0
03-26-2020,Lebanon,_,Recovered,3.0
03-26-2020,Liechtenstein,_,Confirmed,5.0
03-26-2020,Lithuania,_,Confirmed,25.0
03-26-2020,Luxembourg,_,Confirmed,120.0
03-26-2020,Luxembourg,_,Deaths,1.0
03-26-2020,Madagascar,_,Confirmed,4.0
03-26-2020,Malaysia,_,Confirmed,235.0
03-26-2020,Malaysia,_,Deaths,3.0
03-26-2020,Malaysia,_,Recovered,16.0
03-26-2020,Mali,_,Confirmed,2.0
03-26-2020,Malta,_,Confirmed,5.0
03-26-2020,Mauritania,_,Confirmed,1.0
03-26-2020,Mauritius,_,Confirmed,33.0
03-26-2020,Mexico,_,Confirmed,70.0
03-26-2020,Mexico,_,Deaths,1.0
03-26-2020,Moldova,_,Confirmed,28.0
03-26-2020,Monaco,_,Confirmed,2.0
03-26-2020,Mongolia,_,Confirmed,1.0
03-26-2020,Montenegro,_,Confirmed,17.0
03-26-2020,Morocco,_,Confirmed,50.0
03-26-2020,Morocco,_,Deaths,5.0
03-26-2020,Morocco,_,Recovered,1.0
03-26-2020,Mozambique,_,Confirmed,2.0
03-26-2020,Namibia,_,Confirmed,1.0
03-26-2020,Netherlands,_,Confirmed,1019.0
03-26-2020,Netherlands,_,Deaths,78.0
03-26-2020,New Zealand,_,Confirmed,78.0
03-26-2020,New Zealand,_,Recovered,5.0
03-26-2020,Niger,_,Confirmed,3.0
03-26-2020,Nigeria,_,Confirmed,14.0
03-26-2020,North Macedonia,_,Confirmed,24.0
03-26-2020,North Macedonia,_,Recovered,2.0
03-26-2020,Norway,_,Confirmed,285.0
03-26-2020,Oman,_,Confirmed,10.0
03-26-2020,Oman,_,Recovered,6.0
03-26-2020,Pakistan,_,Confirmed,138.0
03-26-2020,Pakistan,_,Deaths,1.0
03-26-2020,Panama,_,Confirmed,115.0
03-26-2020,Panama,_,Recovered,1.0
03-26-2020,Paraguay,_,Confirmed,4.0
03-26-2020,Peru,_,Confirmed,100.0
03-26-2020,Peru,_,Recovered,13.0
03-26-2020,Philippines,_,Confirmed,71.0
03-26-2020,Philippines,_,Deaths,7.0
03-26-2020,Philippines,_,Recovered,2.0
03-26-2020,Poland,_,Confirmed,170.0
03-26-2020,Poland,_,Deaths,2.0
03-26-2020,Portugal,_,Confirmed,549.0
03-26-2020,Portugal,_,Deaths,17.0
03-26-2020,Portugal,_,Recovered,21.0
03-26-2020,Qatar,_,Confirmed,12.0
03-26-2020,Qatar,_,Recovered,2.0
03-26-2020,Romania,_,Confirmed,123.0
03-26-2020,Romania,_,Deaths,6.0
03-26-2020,Romania,_,Recovered,8.0
03-26-2020,Russia,_,Confirmed,182.0
03-26-2020,Russia,_,Recovered,9.0
03-26-2020,Rwanda,_,Confirmed,9.0
03-26-2020,Saudi Arabia,_,Confirmed,112.0
03-26-2020,Saudi Arabia,_,Deaths,1.0
03-26-2020,Saudi Arabia,_,Recovered,4.0
03-26-2020,Senegal,_,Confirmed,6.0
03-26-2020,Singapore,_,Confirmed,52.0
03-26-2020,Singapore,_,Recovered,12.0
03-26-2020,Slovakia,_,Confirmed,10.0
03-26-2020,Slovenia,_,Confirmed,34.0
03-26-2020,Slovenia,_,Deaths,1.0
03-26-2020,Somalia,_,Confirmed,1.0
03-26-2020,South Africa,_,Confirmed,218.0
03-26-2020,Spain,_,Confirmed,8271.0
03-26-2020,Spain,_,Deaths,718.0
03-26-2020,Spain,_,Recovered,1648.0
03-26-2020,Sri Lanka,_,Confirmed,4.0
03-26-2020,Sri Lanka,_,Recovered,4.0
03-26-2020,Sweden,_,Confirmed,314.0
03-26-2020,Sweden,_,Deaths,15.0
03-26-2020,Switzerland,_,Confirmed,914.0
03-26-2020,Switzerland,_,Deaths,38.0
03-26-2020,Taiwan*,_,Confirmed,17.0
03-26-2020,Tanzania,_,Confirmed,1.0
03-26-2020,Thailand,_,Confirmed,111.0
03-26-2020,Thailand,_,Recovered,18.0
03-26-2020,Trinidad and Tobago,_,Confirmed,5.0
03-26-2020,Tunisia,_,Confirmed,24.0
03-26-2020,Tunisia,_,Deaths,1.0
03-26-2020,Turkey,_,Confirmed,1196.0
03-26-2020,Turkey,_,Deaths,16.0
03-26-2020,Ukraine,_,Confirmed,51.0
03-26-2020,United Kingdom,_,Confirmed,2129.0
03-26-2020,United Kingdom,_,Deaths,113.0
03-26-2020,Uruguay,_,Confirmed,28.0
03-26-2020,Uzbekistan,_,Confirmed,15.0
03-26-2020,Venezuela,_,Confirmed,16.0
03-26-2020,Vietnam,_,Confirmed,12.0
03-26-2020,Vietnam,_,Recovered,3.0
03-26-2020,West Bank and Gaza,_,Confirmed,84.0
03-26-2020,West Bank and Gaza,_,Deaths,1.0
03-26-2020,West Bank and Gaza,_,Recovered,17.0
03-26-2020,Zambia,_,Confirmed,4.0
03-27-2020,United States of America,South Carolina,Confirmed,118.0
03-27-2020,United States of America,South Carolina,Deaths,4.0
03-27-2020,United States of America,Louisiana,Confirmed,440.0
03-27-2020,United States of America,Louisiana,Deaths,36.0
03-27-2020,United States of America,Virginia,Confirmed,141.0
03-27-2020,United States of America,Idaho,Confirmed,59.0
03-27-2020,United States of America,Iowa,Confirmed,56.0
03-27-2020,United States of America,Iowa,Deaths,2.0
03-27-2020,United States of America,Kentucky,Confirmed,54.0
03-27-2020,United States of America,Kentucky,Deaths,2.0
03-27-2020,United States of America,Missouri,Confirmed,146.0
03-27-2020,United States of America,Oklahoma,Confirmed,74.0
03-27-2020,United States of America,Oklahoma,Deaths,1.0
03-27-2020,United States of America,Colorado,Confirmed,3.0
03-27-2020,United States of America,Colorado,Deaths,8.0
03-27-2020,United States of America,Illinois,Confirmed,486.0
03-27-2020,United States of America,Illinois,Deaths,8.0
03-27-2020,United States of America,Indiana,Confirmed,334.0
03-27-2020,United States of America,Indiana,Deaths,8.0
03-27-2020,United States of America,Mississippi,Confirmed,94.0
03-27-2020,United States of America,Mississippi,Deaths,2.0
03-27-2020,United States of America,Nebraska,Confirmed,8.0
03-27-2020,United States of America,North Dakota,Confirmed,17.0
03-27-2020,United States of America,North Dakota,Deaths,1.0
03-27-2020,United States of America,Ohio,Confirmed,269.0
03-27-2020,United States of America,Ohio,Deaths,4.0
03-27-2020,United States of America,Pennsylvania,Confirmed,550.0
03-27-2020,United States of America,Pennsylvania,Deaths,4.0
03-27-2020,United States of America,Washington,Confirmed,270.0
03-27-2020,United States of America,Washington,Deaths,7.0
03-27-2020,United States of America,Wisconsin,Confirmed,198.0
03-27-2020,United States of America,Wisconsin,Deaths,4.0
03-27-2020,United States of America,Vermont,Confirmed,26.0
03-27-2020,United States of America,Vermont,Deaths,1.0
03-27-2020,United States of America,Minnesota,Confirmed,52.0
03-27-2020,United States of America,Minnesota,Deaths,2.0
03-27-2020,United States of America,Florida,Confirmed,543.0
03-27-2020,United States of America,Florida,Deaths,6.0
03-27-2020,United States of America,North Carolina,Confirmed,149.0
03-27-2020,United States of America,North Carolina,Deaths,1.0
03-27-2020,United States of America,California,Confirmed,758.0
03-27-2020,United States of America,California,Deaths,13.0
03-27-2020,United States of America,New York,Confirmed,6999.0
03-27-2020,United States of America,New York,Deaths,142.0
03-27-2020,United States of America,Wyoming,Confirmed,17.0
03-27-2020,United States of America,Michigan,Confirmed,789.0
03-27-2020,United States of America,Michigan,Deaths,31.0
03-27-2020,United States of America,Alaska,Confirmed,2.0
03-27-2020,United States of America,Maryland,Confirmed,192.0
03-27-2020,United States of America,Maryland,Deaths,1.0
03-27-2020,United States of America,Kansas,Confirmed,34.0
03-27-2020,United States of America,Kansas,Deaths,1.0
03-27-2020,United States of America,Tennessee,Confirmed,221.0
03-27-2020,United States of America,Tennessee,Deaths,3.0
03-27-2020,United States of America,Texas,Confirmed,374.0
03-27-2020,United States of America,Texas,Deaths,5.0
03-27-2020,United States of America,Maine,Confirmed,13.0
03-27-2020,United States of America,Maine,Deaths,1.0
03-27-2020,United States of America,Arizona,Confirmed,157.0
03-27-2020,United States of America,Arizona,Deaths,5.0
03-27-2020,United States of America,Georgia,Confirmed,475.0
03-27-2020,United States of America,Georgia,Deaths,16.0
03-27-2020,United States of America,Arkansas,Confirmed,46.0
03-27-2020,United States of America,Arkansas,Deaths,1.0
03-27-2020,United States of America,New Jersey,Confirmed,1949.0
03-27-2020,United States of America,New Jersey,Deaths,27.0
03-27-2020,United States of America,South Dakota,Confirmed,12.0
03-27-2020,United States of America,Alabama,Confirmed,70.0
03-27-2020,United States of America,Alabama,Deaths,3.0
03-27-2020,United States of America,Oregon,Confirmed,100.0
03-27-2020,United States of America,Oregon,Deaths,1.0
03-27-2020,United States of America,West Virginia,Confirmed,24.0
03-27-2020,United States of America,Massachusetts,Confirmed,823.0
03-27-2020,United States of America,Massachusetts,Deaths,10.0
03-27-2020,United States of America,Utah,Confirmed,76.0
03-27-2020,United States of America,Montana,Confirmed,19.0
03-27-2020,United States of America,Montana,Deaths,1.0
03-27-2020,United States of America,New Hampshire,Confirmed,21.0
03-27-2020,United States of America,New Mexico,Confirmed,23.0
03-27-2020,United States of America,Rhode Island,Confirmed,38.0
03-27-2020,United States of America,Nevada,Confirmed,116.0
03-27-2020,United States of America,District of Columbia,Confirmed,40.0
03-27-2020,United States of America,Connecticut,Confirmed,279.0
03-27-2020,United States of America,Connecticut,Deaths,6.0
03-27-2020,United States of America,Hawaii,Confirmed,11.0
03-27-2020,United States of America,Delaware,Confirmed,33.0
03-27-2020,United States of America,Delaware,Deaths,1.0
03-27-2020,Canada,Alberta,Confirmed,56.0
03-27-2020,Netherlands,Aruba,Confirmed,5.0
03-27-2020,Australia,Australian Capital Territory,Confirmed,9.0
03-27-2020,China,Beijing,Confirmed,3.0
03-27-2020,China,Beijing,Recovered,2.0
03-27-2020,United Kingdom,Bermuda,Confirmed,2.0
03-27-2020,United Kingdom,Channel Islands,Confirmed,22.0
03-27-2020,Netherlands,Curacao,Confirmed,2.0
03-27-2020,Denmark,Faroe Islands,Confirmed,4.0
03-27-2020,Denmark,Faroe Islands,Recovered,7.0
03-27-2020,China,Fujian,Confirmed,3.0
03-27-2020,China,Gansu,Recovered,2.0
03-27-2020,United Kingdom,Gibraltar,Confirmed,20.0
03-27-2020,United Kingdom,Gibraltar,Recovered,1.0
03-27-2020,United States of America,Grand Princess,Deaths,2.0
03-27-2020,Denmark,Greenland,Confirmed,4.0
03-27-2020,United States of America,Guam,Confirmed,6.0
03-27-2020,China,Guangdong,Confirmed,8.0
03-27-2020,China,Guangdong,Recovered,1.0
03-27-2020,China,Hong Kong,Confirmed,66.0
03-27-2020,China,Hubei,Deaths,5.0
03-27-2020,China,Hubei,Recovered,531.0
03-27-2020,China,Inner Mongolia,Confirmed,3.0
03-27-2020,United Kingdom,Isle of Man,Confirmed,4.0
03-27-2020,China,Jiangsu,Confirmed,1.0
03-27-2020,China,Macau,Confirmed,2.0
03-27-2020,Canada,Manitoba,Confirmed,3.0
03-27-2020,Canada,Manitoba,Deaths,1.0
03-27-2020,France,Martinique,Confirmed,15.0
03-27-2020,France,Mayotte,Confirmed,14.0
03-27-2020,Canada,New Brunswick,Confirmed,12.0
03-27-2020,France,New Caledonia,Confirmed,1.0
03-27-2020,Australia,New South Wales,Confirmed,186.0
03-27-2020,Canada,Newfoundland and Labrador,Confirmed,20.0
03-27-2020,Canada,Nova Scotia,Confirmed,17.0
03-27-2020,Canada,Ontario,Confirmed,136.0
03-27-2020,Canada,Ontario,Deaths,5.0
03-27-2020,Canada,Prince Edward Island,Confirmed,4.0
03-27-2020,United States of America,Puerto Rico,Confirmed,15.0
03-27-2020,United States of America,Puerto Rico,Deaths,1.0
03-27-2020,Canada,Quebec,Confirmed,392.0
03-27-2020,Canada,Quebec,Deaths,10.0
03-27-2020,Australia,Queensland,Confirmed,62.0
03-27-2020,Canada,Recovered,Recovered,72.0
03-27-2020,United States of America,Recovered,Recovered,188.0
03-27-2020,France,Reunion,Confirmed,10.0
03-27-2020,France,Saint Barthelemy,Confirmed,2.0
03-27-2020,China,Shandong,Confirmed,1.0
03-27-2020,China,Shanghai,Confirmed,17.0
03-27-2020,China,Shanghai,Recovered,3.0
03-27-2020,China,Sichuan,Confirmed,1.0
03-27-2020,Australia,South Australia,Confirmed,22.0
03-27-2020,China,Tianjin,Confirmed,4.0
03-27-2020,Australia,Victoria,Confirmed,54.0
03-27-2020,Australia,Victoria,Recovered,22.0
03-27-2020,United States of America,Virgin Islands,Confirmed,2.0
03-27-2020,China,Yunnan,Confirmed,2.0
