Date,Country,State,Status,Value
01-22-2020,China,Anhui,Confirmed,1.0
01-22-2020,China,Beijing,Confirmed,14.0
01-22-2020,China,Chongqing,Confirmed,6.0
01-22-2020,China,Fujian,Confirmed,1.0
01-22-2020,China,Guangdong,Confirmed,26.0
01-22-2020,China,Guangxi,Confirmed,2.0
01-22-2020,China,Guizhou,Confirmed,1.0
01-22-2020,China,Hainan,Confirmed,4.0
01-22-2020,China,Hebei,Confirmed,1.0
01-22-2020,China,Henan,Confirmed,5.0
01-22-2020,China,Hubei,Confirmed,444.0
01-22-2020,China,Hubei,Deaths,17.0
01-22-2020,China,Hubei,Recovered,28.0
01-22-2020,China,Hunan,Confirmed,4.0
01-22-2020,China,Jiangsu,Confirmed,1.0
01-22-2020,China,Jiangxi,Confirmed,2.0
01-22-2020,China,Liaoning,Confirmed,2.0
01-22-2020,Macau,Macau,Confirmed,1.0
01-22-2020,China,Ningxia,Confirmed,1.0
01-22-2020,China,Shandong,Confirmed,2.0
01-22-2020,China,Shanghai,Confirmed,9.0
01-22-2020,China,Shanxi,Confirmed,1.0
01-22-2020,China,Sichuan,Confirmed,5.0
01-22-2020,Taiwan,Taiwan,Confirmed,1.0
01-22-2020,China,Tianjin,Confirmed,4.0
01-22-2020,United States of America,Washington,Confirmed,1.0
01-22-2020,China,Yunnan,Confirmed,1.0
01-22-2020,China,Zhejiang,Confirmed,10.0
01-22-2020,Japan,_,Confirmed,2.0
01-22-2020,Thailand,_,Confirmed,2.0
01-22-2020,South Korea,_,Confirmed,1.0
01-23-2020,China,Anhui,Confirmed,8.0
01-23-2020,China,Beijing,Confirmed,8.0
01-23-2020,China,Chongqing,Confirmed,3.0
01-23-2020,China,Fujian,Confirmed,4.0
01-23-2020,China,Gansu,Confirmed,2.0
01-23-2020,China,Guangdong,Confirmed,6.0
01-23-2020,China,Guangdong,Recovered,2.0
01-23-2020,China,Guangxi,Confirmed,3.0
01-23-2020,China,Guizhou,Confirmed,2.0
01-23-2020,China,Hainan,Confirmed,1.0
01-23-2020,China,Hebei,Deaths,1.0
01-23-2020,China,Heilongjiang,Confirmed,2.0
01-23-2020,Hong Kong,Hong Kong,Confirmed,2.0
01-23-2020,China,Hunan,Confirmed,5.0
01-23-2020,China,Jiangsu,Confirmed,4.0
01-23-2020,China,Jiangxi,Confirmed,5.0
01-23-2020,China,Jilin,Confirmed,1.0
01-23-2020,China,Liaoning,Confirmed,1.0
01-23-2020,Macau,Macau,Confirmed,1.0
01-23-2020,China,Shaanxi,Confirmed,3.0
01-23-2020,China,Shandong,Confirmed,4.0
01-23-2020,China,Shanghai,Confirmed,7.0
01-23-2020,China,Sichuan,Confirmed,3.0
01-23-2020,China,Xinjiang,Confirmed,2.0
01-23-2020,China,Yunnan,Confirmed,1.0
01-23-2020,China,Zhejiang,Confirmed,17.0
01-23-2020,Thailand,_,Confirmed,1.0
01-23-2020,Singapore,_,Confirmed,1.0
01-23-2020,Vietnam,_,Confirmed,2.0
01-24-2020,China,Hubei,Confirmed,105.0
01-24-2020,China,Hubei,Deaths,7.0
01-24-2020,China,Hubei,Recovered,3.0
01-24-2020,China,Guangdong,Confirmed,21.0
01-24-2020,China,Zhejiang,Confirmed,16.0
01-24-2020,China,Zhejiang,Recovered,1.0
01-24-2020,China,Beijing,Confirmed,14.0
01-24-2020,China,Beijing,Recovered,1.0
01-24-2020,China,Chongqing,Confirmed,18.0
01-24-2020,China,Hunan,Confirmed,15.0
01-24-2020,China,Guangxi,Confirmed,18.0
01-24-2020,China,Shanghai,Confirmed,4.0
01-24-2020,China,Shanghai,Recovered,1.0
01-24-2020,China,Jiangxi,Confirmed,11.0
01-24-2020,China,Sichuan,Confirmed,7.0
01-24-2020,China,Shandong,Confirmed,9.0
01-24-2020,China,Anhui,Confirmed,6.0
01-24-2020,China,Fujian,Confirmed,5.0
01-24-2020,China,Henan,Confirmed,4.0
01-24-2020,China,Jiangsu,Confirmed,4.0
01-24-2020,China,Hainan,Confirmed,3.0
01-24-2020,China,Tianjin,Confirmed,4.0
01-24-2020,China,Yunnan,Confirmed,3.0
01-24-2020,China,Shaanxi,Confirmed,2.0
01-24-2020,China,Heilongjiang,Confirmed,2.0
01-24-2020,China,Heilongjiang,Deaths,1.0
01-24-2020,China,Liaoning,Confirmed,1.0
01-24-2020,China,Jilin,Confirmed,2.0
01-24-2020,Taiwan,Taiwan,Confirmed,2.0
01-24-2020,China,Ningxia,Confirmed,1.0
01-24-2020,China,Hebei,Confirmed,1.0
01-24-2020,China,Inner Mongolia,Confirmed,1.0
01-24-2020,United States of America,Chicago,Confirmed,1.0
01-24-2020,Japan,_,Confirmed,1.0
01-24-2020,Thailand,_,Confirmed,2.0
01-24-2020,South Korea,_,Confirmed,1.0
01-24-2020,Singapore,_,Confirmed,2.0
01-24-2020,France,_,Confirmed,2.0
01-25-2020,China,Hubei,Confirmed,212.0
01-25-2020,China,Hubei,Deaths,16.0
01-25-2020,China,Hubei,Recovered,1.0
01-25-2020,China,Guangdong,Confirmed,25.0
01-25-2020,China,Zhejiang,Confirmed,19.0
01-25-2020,China,Chongqing,Confirmed,30.0
01-25-2020,China,Hunan,Confirmed,19.0
01-25-2020,China,Beijing,Confirmed,5.0
01-25-2020,China,Beijing,Recovered,1.0
01-25-2020,China,Anhui,Confirmed,24.0
01-25-2020,China,Shanghai,Confirmed,13.0
01-25-2020,China,Henan,Confirmed,23.0
01-25-2020,China,Sichuan,Confirmed,13.0
01-25-2020,China,Shandong,Confirmed,12.0
01-25-2020,China,Hainan,Confirmed,11.0
01-25-2020,China,Fujian,Confirmed,8.0
01-25-2020,China,Jiangsu,Confirmed,9.0
01-25-2020,China,Jiangsu,Recovered,1.0
01-25-2020,China,Liaoning,Confirmed,13.0
01-25-2020,China,Shaanxi,Confirmed,10.0
01-25-2020,China,Yunnan,Confirmed,6.0
01-25-2020,China,Tianjin,Confirmed,2.0
01-25-2020,China,Heilongjiang,Confirmed,5.0
01-25-2020,China,Hebei,Confirmed,6.0
01-25-2020,China,Inner Mongolia,Confirmed,6.0
01-25-2020,China,Shanxi,Confirmed,5.0
01-25-2020,Hong Kong,Hong Kong,Confirmed,3.0
01-25-2020,China,Guizhou,Confirmed,1.0
01-25-2020,China,Jilin,Confirmed,1.0
01-25-2020,China,Gansu,Confirmed,2.0
01-25-2020,China,Ningxia,Confirmed,1.0
01-25-2020,China,Xinjiang,Confirmed,1.0
01-25-2020,China,Qinghai,Confirmed,1.0
01-25-2020,United States of America,Illinois,Confirmed,1.0
01-25-2020,Thailand,_,Confirmed,2.0
01-25-2020,France,_,Confirmed,1.0
01-25-2020,Australia,_,Confirmed,4.0
01-25-2020,Nepal,_,Confirmed,1.0
01-25-2020,Malaysia,_,Confirmed,3.0
01-26-2020,China,Hubei,Confirmed,297.0
01-26-2020,China,Hubei,Deaths,12.0
01-26-2020,China,Hubei,Recovered,10.0
01-26-2020,China,Guangdong,Confirmed,33.0
01-26-2020,China,Zhejiang,Confirmed,42.0
01-26-2020,China,Henan,Confirmed,51.0
01-26-2020,China,Henan,Deaths,1.0
01-26-2020,China,Chongqing,Confirmed,18.0
01-26-2020,China,Hunan,Confirmed,26.0
01-26-2020,China,Beijing,Confirmed,27.0
01-26-2020,China,Anhui,Confirmed,21.0
01-26-2020,China,Shandong,Confirmed,19.0
01-26-2020,China,Sichuan,Confirmed,16.0
01-26-2020,China,Shanghai,Confirmed,7.0
01-26-2020,China,Shanghai,Deaths,1.0
01-26-2020,China,Guangxi,Confirmed,13.0
01-26-2020,China,Jiangxi,Confirmed,18.0
01-26-2020,China,Fujian,Confirmed,17.0
01-26-2020,China,Jiangsu,Confirmed,15.0
01-26-2020,China,Hainan,Confirmed,3.0
01-26-2020,China,Shaanxi,Confirmed,7.0
01-26-2020,China,Liaoning,Confirmed,4.0
01-26-2020,China,Yunnan,Confirmed,5.0
01-26-2020,China,Heilongjiang,Confirmed,6.0
01-26-2020,China,Tianjin,Confirmed,4.0
01-26-2020,China,Hebei,Confirmed,5.0
01-26-2020,China,Shanxi,Confirmed,3.0
01-26-2020,Hong Kong,Hong Kong,Confirmed,3.0
01-26-2020,China,Gansu,Confirmed,3.0
01-26-2020,China,Guizhou,Confirmed,1.0
01-26-2020,Macau,Macau,Confirmed,3.0
01-26-2020,China,Ningxia,Confirmed,1.0
01-26-2020,Taiwan,Taiwan,Confirmed,1.0
01-26-2020,China,Xinjiang,Confirmed,1.0
01-26-2020,United States of America,California,Confirmed,2.0
01-26-2020,United States of America,Arizona,Confirmed,1.0
01-26-2020,Japan,_,Confirmed,2.0
01-26-2020,Japan,_,Recovered,1.0
01-26-2020,Thailand,_,Confirmed,1.0
01-26-2020,Thailand,_,Recovered,2.0
01-26-2020,South Korea,_,Confirmed,1.0
01-26-2020,Singapore,_,Confirmed,1.0
01-26-2020,Malaysia,_,Confirmed,1.0
01-26-2020,Canada,Ontario,Confirmed,1.0
01-27-2020,China,Hubei,Confirmed,365.0
01-27-2020,China,Hubei,Deaths,24.0
01-27-2020,China,Hubei,Recovered,3.0
01-27-2020,China,Guangdong,Confirmed,40.0
01-27-2020,China,Guangdong,Recovered,2.0
01-27-2020,China,Zhejiang,Confirmed,24.0
01-27-2020,China,Henan,Confirmed,45.0
01-27-2020,China,Chongqing,Confirmed,35.0
01-27-2020,China,Hunan,Confirmed,31.0
01-27-2020,China,Beijing,Confirmed,12.0
01-27-2020,China,Beijing,Deaths,1.0
01-27-2020,China,Shandong,Confirmed,29.0
01-27-2020,China,Jiangxi,Confirmed,36.0
01-27-2020,China,Jiangxi,Recovered,2.0
01-27-2020,China,Anhui,Confirmed,10.0
01-27-2020,China,Sichuan,Confirmed,25.0
01-27-2020,China,Fujian,Confirmed,24.0
01-27-2020,China,Shanghai,Confirmed,13.0
01-27-2020,China,Shanghai,Recovered,2.0
01-27-2020,China,Jiangsu,Confirmed,14.0
01-27-2020,China,Guangxi,Confirmed,10.0
01-27-2020,China,Shaanxi,Confirmed,13.0
01-27-2020,China,Hainan,Confirmed,11.0
01-27-2020,China,Hainan,Deaths,1.0
01-27-2020,China,Liaoning,Confirmed,6.0
01-27-2020,China,Yunnan,Confirmed,10.0
01-27-2020,China,Tianjin,Confirmed,9.0
01-27-2020,China,Heilongjiang,Confirmed,6.0
01-27-2020,China,Hebei,Confirmed,5.0
01-27-2020,China,Gansu,Confirmed,7.0
01-27-2020,China,Shanxi,Confirmed,4.0
01-27-2020,China,Inner Mongolia,Confirmed,4.0
01-27-2020,China,Guizhou,Confirmed,2.0
01-27-2020,China,Ningxia,Confirmed,3.0
01-27-2020,China,Jilin,Confirmed,2.0
01-27-2020,Macau,Macau,Confirmed,1.0
01-27-2020,China,Qinghai,Confirmed,5.0
01-27-2020,Taiwan,Taiwan,Confirmed,1.0
01-27-2020,China,Xinjiang,Confirmed,1.0
01-27-2020,South Korea,_,Confirmed,1.0
01-27-2020,Singapore,_,Confirmed,1.0
01-27-2020,Cambodia,_,Confirmed,1.0
01-27-2020,Sri Lanka,_,Confirmed,1.0
01-27-2020,Ivory Coast,_,Confirmed,1.0
01-27-2020,Australia,New South Wales,Confirmed,4.0
01-27-2020,Australia,Victoria,Confirmed,1.0
01-28-2020,China,Hubei,Confirmed,2131.0
01-28-2020,China,Hubei,Deaths,49.0
01-28-2020,China,Hubei,Recovered,35.0
01-28-2020,China,Guangdong,Confirmed,56.0
01-28-2020,China,Zhejiang,Confirmed,45.0
01-28-2020,China,Zhejiang,Recovered,2.0
01-28-2020,China,Henan,Confirmed,40.0
01-28-2020,China,Hunan,Confirmed,43.0
01-28-2020,China,Chongqing,Confirmed,22.0
01-28-2020,China,Jiangxi,Confirmed,37.0
01-28-2020,China,Jiangxi,Recovered,1.0
01-28-2020,China,Anhui,Confirmed,36.0
01-28-2020,China,Shandong,Confirmed,20.0
01-28-2020,China,Beijing,Confirmed,11.0
01-28-2020,China,Beijing,Recovered,2.0
01-28-2020,China,Sichuan,Confirmed,21.0
01-28-2020,China,Fujian,Confirmed,21.0
01-28-2020,China,Jiangsu,Confirmed,23.0
01-28-2020,China,Shanghai,Confirmed,13.0
01-28-2020,China,Shanghai,Recovered,1.0
01-28-2020,China,Guangxi,Confirmed,5.0
01-28-2020,China,Guangxi,Recovered,2.0
01-28-2020,China,Shaanxi,Confirmed,11.0
01-28-2020,China,Yunnan,Confirmed,18.0
01-28-2020,China,Hainan,Confirmed,7.0
01-28-2020,China,Liaoning,Confirmed,7.0
01-28-2020,China,Hebei,Confirmed,15.0
01-28-2020,China,Heilongjiang,Confirmed,12.0
01-28-2020,China,Shanxi,Confirmed,14.0
01-28-2020,China,Tianjin,Confirmed,1.0
01-28-2020,China,Gansu,Confirmed,5.0
01-28-2020,China,Inner Mongolia,Confirmed,4.0
01-28-2020,China,Ningxia,Confirmed,4.0
01-28-2020,China,Xinjiang,Confirmed,5.0
01-28-2020,China,Guizhou,Confirmed,2.0
01-28-2020,China,Jilin,Confirmed,2.0
01-28-2020,Taiwan,Taiwan,Confirmed,3.0
01-28-2020,Macau,Macau,Confirmed,1.0
01-28-2020,Japan,_,Confirmed,3.0
01-28-2020,Thailand,_,Confirmed,6.0
01-28-2020,Thailand,_,Recovered,3.0
01-28-2020,Singapore,_,Confirmed,2.0
01-28-2020,France,_,Confirmed,1.0
01-28-2020,Canada,British Columbia,Confirmed,1.0
01-28-2020,Germany,Bavaria,Confirmed,4.0
01-29-2020,China,Hubei,Recovered,8.0
01-29-2020,China,Zhejiang,Confirmed,123.0
01-29-2020,China,Guangdong,Confirmed,70.0
01-29-2020,China,Guangdong,Recovered,1.0
01-29-2020,China,Hunan,Confirmed,78.0
01-29-2020,China,Henan,Confirmed,38.0
01-29-2020,China,Henan,Deaths,1.0
01-29-2020,China,Henan,Recovered,1.0
01-29-2020,China,Anhui,Confirmed,46.0
01-29-2020,China,Anhui,Recovered,2.0
01-29-2020,China,Chongqing,Confirmed,15.0
01-29-2020,China,Chongqing,Recovered,1.0
01-29-2020,China,Shandong,Confirmed,35.0
01-29-2020,China,Shandong,Recovered,1.0
01-29-2020,China,Beijing,Confirmed,20.0
01-29-2020,China,Sichuan,Confirmed,18.0
01-29-2020,China,Sichuan,Deaths,1.0
01-29-2020,China,Sichuan,Recovered,1.0
01-29-2020,China,Jiangsu,Confirmed,29.0
01-29-2020,China,Shanghai,Confirmed,30.0
01-29-2020,China,Shanghai,Recovered,1.0
01-29-2020,China,Fujian,Confirmed,4.0
01-29-2020,China,Guangxi,Confirmed,7.0
01-29-2020,China,Shaanxi,Confirmed,10.0
01-29-2020,China,Yunnan,Confirmed,11.0
01-29-2020,China,Hebei,Confirmed,15.0
01-29-2020,China,Hainan,Confirmed,3.0
01-29-2020,China,Liaoning,Confirmed,5.0
01-29-2020,China,Liaoning,Recovered,1.0
01-29-2020,China,Heilongjiang,Confirmed,5.0
01-29-2020,China,Tianjin,Confirmed,3.0
01-29-2020,China,Shanxi,Recovered,1.0
01-29-2020,China,Gansu,Confirmed,5.0
01-29-2020,China,Inner Mongolia,Confirmed,1.0
01-29-2020,China,Xinjiang,Confirmed,3.0
01-29-2020,China,Ningxia,Confirmed,1.0
01-29-2020,Hong Kong,Hong Kong,Confirmed,2.0
01-29-2020,China,Guizhou,Recovered,1.0
01-29-2020,China,Jilin,Confirmed,1.0
01-29-2020,France,_,Confirmed,1.0
01-29-2020,Malaysia,_,Confirmed,3.0
01-29-2020,Finland,_,Confirmed,1.0
01-29-2020,United Arab Emirates,_,Confirmed,4.0
01-30-2020,China,Hubei,Confirmed,1349.0
01-30-2020,China,Hubei,Deaths,37.0
01-30-2020,China,Hubei,Recovered,2.0
01-30-2020,China,Zhejiang,Confirmed,132.0
01-30-2020,China,Zhejiang,Recovered,1.0
01-30-2020,China,Guangdong,Confirmed,77.0
01-30-2020,China,Guangdong,Recovered,5.0
01-30-2020,China,Henan,Confirmed,72.0
01-30-2020,China,Henan,Recovered,1.0
01-30-2020,China,Hunan,Confirmed,56.0
01-30-2020,China,Hunan,Recovered,2.0
01-30-2020,China,Anhui,Confirmed,48.0
01-30-2020,China,Chongqing,Confirmed,35.0
01-30-2020,China,Jiangxi,Confirmed,53.0
01-30-2020,China,Jiangxi,Recovered,2.0
01-30-2020,China,Shandong,Confirmed,28.0
01-30-2020,China,Sichuan,Confirmed,34.0
01-30-2020,China,Jiangsu,Confirmed,30.0
01-30-2020,China,Beijing,Confirmed,3.0
01-30-2020,China,Shanghai,Confirmed,16.0
01-30-2020,China,Fujian,Confirmed,17.0
01-30-2020,China,Guangxi,Confirmed,20.0
01-30-2020,China,Yunnan,Confirmed,15.0
01-30-2020,China,Hebei,Confirmed,17.0
01-30-2020,China,Shaanxi,Confirmed,7.0
01-30-2020,China,Hainan,Confirmed,3.0
01-30-2020,China,Hainan,Recovered,1.0
01-30-2020,China,Heilongjiang,Confirmed,6.0
01-30-2020,China,Heilongjiang,Deaths,1.0
01-30-2020,China,Liaoning,Confirmed,2.0
01-30-2020,China,Shanxi,Confirmed,8.0
01-30-2020,China,Tianjin,Confirmed,4.0
01-30-2020,China,Gansu,Confirmed,2.0
01-30-2020,China,Inner Mongolia,Confirmed,3.0
01-30-2020,China,Ningxia,Confirmed,5.0
01-30-2020,China,Jilin,Confirmed,5.0
01-30-2020,China,Jilin,Recovered,1.0
01-30-2020,China,Xinjiang,Confirmed,1.0
01-30-2020,China,Guizhou,Confirmed,3.0
01-30-2020,Taiwan,Taiwan,Confirmed,1.0
01-30-2020,China,Qinghai,Confirmed,2.0
01-30-2020,China,Tibet,Confirmed,1.0
01-30-2020,Japan,_,Confirmed,4.0
01-30-2020,Singapore,_,Confirmed,3.0
01-30-2020,Malaysia,_,Confirmed,1.0
01-30-2020,Canada,Ontario,Confirmed,1.0
01-30-2020,Australia,New South Wales,Recovered,2.0
01-30-2020,Australia,Victoria,Confirmed,1.0
01-30-2020,Australia,Queensland,Confirmed,3.0
01-30-2020,Philippines,_,Confirmed,1.0
01-30-2020,India,_,Confirmed,1.0
01-31-2020,China,Hubei,Confirmed,903.0
01-31-2020,China,Hubei,Deaths,42.0
01-31-2020,China,Hubei,Recovered,51.0
01-31-2020,China,Zhejiang,Confirmed,110.0
01-31-2020,China,Zhejiang,Recovered,10.0
01-31-2020,China,Guangdong,Confirmed,82.0
01-31-2020,China,Guangdong,Recovered,1.0
01-31-2020,China,Henan,Confirmed,74.0
01-31-2020,China,Henan,Recovered,1.0
01-31-2020,China,Hunan,Confirmed,55.0
01-31-2020,China,Jiangxi,Confirmed,78.0
01-31-2020,China,Jiangxi,Recovered,2.0
01-31-2020,China,Anhui,Confirmed,37.0
01-31-2020,China,Anhui,Recovered,1.0
01-31-2020,China,Chongqing,Confirmed,29.0
01-31-2020,China,Shandong,Confirmed,26.0
01-31-2020,China,Shandong,Recovered,1.0
01-31-2020,China,Sichuan,Confirmed,35.0
01-31-2020,China,Jiangsu,Confirmed,39.0
01-31-2020,China,Jiangsu,Recovered,4.0
01-31-2020,China,Beijing,Confirmed,25.0
01-31-2020,China,Beijing,Recovered,1.0
01-31-2020,China,Shanghai,Confirmed,23.0
01-31-2020,China,Shanghai,Recovered,4.0
01-31-2020,China,Fujian,Confirmed,19.0
01-31-2020,China,Guangxi,Confirmed,9.0
01-31-2020,China,Shaanxi,Confirmed,24.0
01-31-2020,China,Yunnan,Confirmed,13.0
01-31-2020,China,Yunnan,Recovered,1.0
01-31-2020,China,Hebei,Confirmed,17.0
01-31-2020,China,Heilongjiang,Confirmed,15.0
01-31-2020,China,Hainan,Confirmed,6.0
01-31-2020,China,Liaoning,Confirmed,7.0
01-31-2020,China,Shanxi,Confirmed,4.0
01-31-2020,China,Tianjin,Confirmed,1.0
01-31-2020,China,Guizhou,Confirmed,17.0
01-31-2020,China,Guizhou,Recovered,1.0
01-31-2020,China,Gansu,Confirmed,3.0
01-31-2020,China,Ningxia,Confirmed,4.0
01-31-2020,China,Inner Mongolia,Confirmed,1.0
01-31-2020,China,Inner Mongolia,Recovered,1.0
01-31-2020,China,Xinjiang,Confirmed,3.0
01-31-2020,Hong Kong,Hong Kong,Confirmed,2.0
01-31-2020,Taiwan,Taiwan,Confirmed,1.0
01-31-2020,Thailand,_,Confirmed,5.0
01-31-2020,Japan,_,Confirmed,4.0
01-31-2020,Singapore,_,Confirmed,3.0
01-31-2020,South Korea,_,Confirmed,7.0
01-31-2020,Germany,Bavaria,Confirmed,1.0
01-31-2020,Australia,Victoria,Confirmed,1.0
01-31-2020,United States of America,Illinois,Confirmed,1.0
01-31-2020,Italy,_,Confirmed,2.0
01-31-2020,UK,_,Confirmed,2.0
01-31-2020,Russia,_,Confirmed,2.0
01-31-2020,Sweden,_,Confirmed,1.0
02-01-2020,China,Hubei,Confirmed,1347.0
02-01-2020,China,Hubei,Deaths,45.0
02-01-2020,China,Hubei,Recovered,27.0
02-01-2020,China,Zhejiang,Confirmed,61.0
02-01-2020,China,Zhejiang,Recovered,7.0
02-01-2020,China,Guangdong,Confirmed,99.0
02-01-2020,China,Guangdong,Recovered,3.0
02-01-2020,China,Henan,Confirmed,70.0
02-01-2020,China,Hunan,Confirmed,57.0
02-01-2020,China,Hunan,Recovered,6.0
02-01-2020,China,Anhui,Confirmed,60.0
02-01-2020,China,Anhui,Recovered,2.0
02-01-2020,China,Jiangxi,Confirmed,46.0
02-01-2020,China,Jiangxi,Recovered,2.0
02-01-2020,China,Chongqing,Confirmed,36.0
02-01-2020,China,Chongqing,Deaths,1.0
02-01-2020,China,Chongqing,Recovered,2.0
02-01-2020,China,Sichuan,Confirmed,30.0
02-01-2020,China,Sichuan,Recovered,2.0
02-01-2020,China,Shandong,Confirmed,22.0
02-01-2020,China,Shandong,Recovered,1.0
02-01-2020,China,Jiangsu,Confirmed,34.0
02-01-2020,China,Jiangsu,Recovered,1.0
02-01-2020,China,Shanghai,Confirmed,34.0
02-01-2020,China,Shanghai,Recovered,1.0
02-01-2020,China,Beijing,Confirmed,29.0
02-01-2020,China,Beijing,Recovered,4.0
02-01-2020,China,Fujian,Confirmed,24.0
02-01-2020,China,Shaanxi,Confirmed,14.0
02-01-2020,China,Guangxi,Confirmed,13.0
02-01-2020,China,Hebei,Confirmed,14.0
02-01-2020,China,Yunnan,Confirmed,10.0
02-01-2020,China,Yunnan,Recovered,1.0
02-01-2020,China,Heilongjiang,Confirmed,21.0
02-01-2020,China,Heilongjiang,Recovered,2.0
02-01-2020,China,Liaoning,Confirmed,16.0
02-01-2020,China,Hainan,Confirmed,10.0
02-01-2020,China,Shanxi,Confirmed,8.0
02-01-2020,China,Tianjin,Confirmed,9.0
02-01-2020,China,Gansu,Confirmed,11.0
02-01-2020,China,Ningxia,Confirmed,5.0
02-01-2020,China,Inner Mongolia,Confirmed,3.0
02-01-2020,Japan,_,Confirmed,5.0
02-01-2020,China,Xinjiang,Confirmed,1.0
02-01-2020,China,Jilin,Confirmed,3.0
02-01-2020,Singapore,_,Confirmed,3.0
02-01-2020,Hong Kong,Hong Kong,Confirmed,1.0
02-01-2020,South Korea,_,Confirmed,1.0
02-01-2020,China,Qinghai,Confirmed,1.0
02-01-2020,Germany,_,Confirmed,8.0
02-01-2020,France,_,Confirmed,1.0
02-01-2020,Vietnam,_,Confirmed,4.0
02-01-2020,Vietnam,_,Recovered,1.0
02-01-2020,Australia,Victoria,Confirmed,1.0
02-01-2020,Australia,Queensland,Confirmed,1.0
02-01-2020,Canada,Ontario,Confirmed,1.0
02-01-2020,Australia,South Australia,Confirmed,1.0
02-01-2020,Spain,_,Confirmed,1.0
02-01-2020,United States of America,Massachusetts,Confirmed,1.0
02-01-2020,United States of America,California,Confirmed,1.0
02-02-2020,China,Hubei,Confirmed,4024.0
02-02-2020,China,Hubei,Deaths,101.0
02-02-2020,China,Hubei,Recovered,127.0
02-02-2020,China,Zhejiang,Confirmed,62.0
02-02-2020,China,Zhejiang,Recovered,11.0
02-02-2020,China,Guangdong,Confirmed,97.0
02-02-2020,China,Guangdong,Recovered,1.0
02-02-2020,China,Henan,Confirmed,71.0
02-02-2020,China,Henan,Recovered,7.0
02-02-2020,China,Hunan,Confirmed,74.0
02-02-2020,China,Hunan,Recovered,8.0
02-02-2020,China,Anhui,Confirmed,43.0
02-02-2020,China,Anhui,Recovered,2.0
02-02-2020,China,Jiangxi,Confirmed,47.0
02-02-2020,China,Jiangxi,Recovered,3.0
02-02-2020,China,Chongqing,Confirmed,53.0
02-02-2020,China,Chongqing,Deaths,1.0
02-02-2020,China,Chongqing,Recovered,4.0
02-02-2020,China,Jiangsu,Confirmed,34.0
02-02-2020,China,Jiangsu,Recovered,1.0
02-02-2020,China,Sichuan,Confirmed,24.0
02-02-2020,China,Sichuan,Recovered,8.0
02-02-2020,China,Shandong,Confirmed,24.0
02-02-2020,China,Shandong,Recovered,3.0
02-02-2020,China,Beijing,Confirmed,23.0
02-02-2020,China,Shanghai,Confirmed,13.0
02-02-2020,China,Fujian,Confirmed,15.0
02-02-2020,China,Shaanxi,Confirmed,15.0
02-02-2020,China,Guangxi,Confirmed,11.0
02-02-2020,China,Yunnan,Confirmed,12.0
02-02-2020,China,Yunnan,Recovered,1.0
02-02-2020,China,Hebei,Confirmed,8.0
02-02-2020,China,Hebei,Recovered,3.0
02-02-2020,China,Heilongjiang,Confirmed,15.0
02-02-2020,China,Liaoning,Confirmed,6.0
02-02-2020,China,Shanxi,Confirmed,19.0
02-02-2020,China,Shanxi,Recovered,2.0
02-02-2020,China,Hainan,Confirmed,2.0
02-02-2020,China,Hainan,Recovered,3.0
02-02-2020,China,Gansu,Confirmed,11.0
02-02-2020,China,Gansu,Recovered,3.0
02-02-2020,China,Tianjin,Confirmed,7.0
02-02-2020,China,Tianjin,Recovered,1.0
02-02-2020,China,Guizhou,Confirmed,9.0
02-02-2020,China,Ningxia,Confirmed,2.0
02-02-2020,China,Inner Mongolia,Confirmed,4.0
02-02-2020,China,Jilin,Confirmed,6.0
02-02-2020,China,Xinjiang,Confirmed,3.0
02-02-2020,Singapore,_,Confirmed,2.0
02-02-2020,Hong Kong,Hong Kong,Confirmed,2.0
02-02-2020,South Korea,_,Confirmed,3.0
02-02-2020,China,Qinghai,Confirmed,2.0
02-02-2020,Germany,_,Confirmed,2.0
02-02-2020,Macau,Macau,Confirmed,1.0
02-02-2020,United Arab Emirates,_,Confirmed,1.0
02-02-2020,Australia,South Australia,Confirmed,1.0
02-02-2020,India,_,Confirmed,1.0
02-02-2020,Philippines,_,Confirmed,1.0
02-02-2020,Philippines,_,Deaths,1.0
02-03-2020,China,Hubei,Confirmed,2345.0
02-03-2020,China,Hubei,Deaths,64.0
02-03-2020,China,Hubei,Recovered,91.0
02-03-2020,China,Guangdong,Confirmed,93.0
02-03-2020,China,Guangdong,Recovered,6.0
02-03-2020,China,Zhejiang,Confirmed,63.0
02-03-2020,China,Zhejiang,Recovered,11.0
02-03-2020,China,Henan,Confirmed,73.0
02-03-2020,China,Henan,Recovered,6.0
02-03-2020,China,Hunan,Confirmed,58.0
02-03-2020,China,Hunan,Recovered,6.0
02-03-2020,China,Anhui,Confirmed,68.0
02-03-2020,China,Anhui,Recovered,7.0
02-03-2020,China,Jiangxi,Confirmed,58.0
02-03-2020,China,Jiangxi,Recovered,6.0
02-03-2020,China,Chongqing,Confirmed,37.0
02-03-2020,China,Chongqing,Recovered,2.0
02-03-2020,China,Jiangsu,Confirmed,35.0
02-03-2020,China,Jiangsu,Recovered,1.0
02-03-2020,China,Shandong,Confirmed,29.0
02-03-2020,China,Shandong,Recovered,1.0
02-03-2020,China,Sichuan,Confirmed,23.0
02-03-2020,China,Sichuan,Recovered,3.0
02-03-2020,China,Beijing,Confirmed,21.0
02-03-2020,China,Beijing,Recovered,3.0
02-03-2020,China,Shanghai,Confirmed,21.0
