Date,Cases
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-19,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-20,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-21,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-22,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-23,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-24,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-25,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-26,1
2014-07-27,1
2014-07-27,1
2014-07-27,1
2014-07-27,1
2014-07-27,1
2014-07-27,1
2014-07-27,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-28,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-29,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-30,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-07-31,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-01,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-02,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-03,1
2014-08-04,1
2014-08-04,1
2014-08-04,1
2014-08-04,1
2014-08-04,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-05,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-06,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-07,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-08,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-09,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-10,1
2014-08-11,1
2014-08-11,1
2014-08-11,1
2014-08-11,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-12,1
2014-08-13,1
2014-08-13,1
2014-08-13,1
2014-08-13,1
2014-08-13,1
2014-08-13,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-14,1
2014-08-15,1
2014-08-15,1
2014-08-15,1
2014-08-15,1
2014-08-15,1
2014-08-16,1
2014-08-17,1
2014-08-17,1
2014-08-17,1
2014-08-17,1
2014-08-17,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-18,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-19,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-20,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-21,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-22,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-23,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-24,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-25,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-26,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-27,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-28,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-29,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-30,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-08-31,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-01,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-02,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-03,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-04,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-05,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-06,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-07,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-08,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-09,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-10,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-11,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-12,1
2014-09-13,1
